Utterance,Type,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,ID,Comments,TS,Sub topic,Dialogue_Act,Emotion,Valence,Arousal,Dominance,Trust,SE
"Okay, that sounds great. So sounds like one benefit would be you'd enjoy the company. Yeah. And you wouldn't be as lonely. So I'd write that down. Okay, good.",T,2.0,2.0,1.0,-1.0,-2.0,-1.0,78_11,,,,,,,,,,
"Company company and said not as lonely not only. That's good, okay.",P,,,,,,,78_12,,,,,,,,,,
"Okay, can you think of the downside to potentially doing that?",T,0.0,-2.0,2.0,2.0,-1.0,-2.0,78_13,,,,,,,,,,
"Well, one downside might be that he wouldn't be interested in having lunch with me. I haven't been a whole lot of fun lately. And, or he might be busy and might not not might not be able to have lunch.",P,,,,,,,78_14,,,,,,,,,,
"Okay, or",T,1.0,1.0,2.0,1.0,0.0,1.0,78_15,,,,,,,,,,
he might want to talk about what's going on in my life and I'm ready We don't want to talk about that let somebody talk about it with you course. Okay.,P,,,,,,,78_16,,,,,,,,,,
So it sounds like the most practical one of those would be that he may be busy.,T,2.0,-1.0,1.0,-1.0,-2.0,-1.0,78_17,,,,,,,,,,
Right? That could be the downside. Is that right? Okay. might not be able to come. Sure.,P,,,,,,,78_18,,,,,,,,,,
"Okay. So I'd write that is a great job Charles with the top two boxes with the first decision. So let's move to the second decision, which would be to stay the same and there's some benefit to that and there's some cost to that as well. Sure. Okay, Charles, so we completed the worksheet. So what's your overall impression about the benefits of changing versus the cons and staying the same?",T,2.0,2.0,0.0,-1.0,-2.0,-1.0,78_19,,,,,,,,,,
"Well, it makes sure that the, the benefits outweigh the cons. If, if I make the change if I don't make the change I'll be doing just what I've been doing and I'll be getting up wondering, what's the point? And well still be lonely. And",P,,,,,,,78_20,,,,,,,,,,
"Those are good observations, Charles. So, which activity doesn't make the most sense to try for homework this week?",T,2.0,2.0,2.0,2.0,-2.0,2.0,78_21,,,,,,,,,,
"Well, I call somebody I think, Okay.",P,,,,,,,78_22,,,,,,,,,,
"Okay, that's a good observation. So, let's say for homework, then you tried to call someone to get together with a friend. And how about also trying to complete a full day of the activity schedule, and completing both the mastery and the pleasure ratings? What do you think about that?",T,2.0,2.0,2.0,-1.0,-2.0,2.0,78_23,,,,,,,,,,
Sure. Okay.,P,,,,,,,78_24,,,,,,,,,,
"Okay. And if it gets Difficult, which again, that's pretty normal for that to take place. If it gets hard, we can talk about it next time and we can problem solve together and figure out how to remove those barriers. Does that sound good?",T,2.0,2.0,0.0,-2.0,-2.0,2.0,78_25,,,,,,,,,,
"Sure. Okay, okay.",P,,,,,,,78_26,,,,,,,,,,
"Hi, Heidi, my name is Dr. Sarah. I'm one of the emergency doctors. I'd like to have a chat with you about what's been going On how you've been feeling so we can find out how best to help you. Would that be alright? ",T,2.0,2.0,-2.0,-2.0,-2.0,2.0,116_1,,,,,,,,,,
"Yeah, ",P,,,,,,,116_2,,,,,,,,,,
"thanks. So everything we talk about will be confidential unless I think that you're at risk of being seriously harmed or someone else's, or they are being seriously harmed. In that case, I'd need to tell someone so we could make sure that person is safe. Is that okay?",T,2.0,1.0,2.0,-1.0,1.0,-1.0,116_3,,,,,,,,,,
"Yeah, that's okay.",P,,,,,,,116_4,,,,,,,,,,
"So, it seems like your mom's pretty worried about you. But I'm curious. Are you worried or concerned about anything at the moment?",T,1.0,1.0,0.0,2.0,1.0,-1.0,116_5,,,,,,,,,,
"No, everything's fine.",P,,,,,,,116_6,,,,,,,,,,
Yeah. How's your mood been recently?,T,1.0,1.0,0.0,2.0,1.0,2.0,116_7,,,,,,,,,,
Crap.,P,,,,,,,116_8,,,,,,,,,,
Why?,T,1.0,0.0,1.0,2.0,1.0,2.0,116_9,,,,,,,,,,
"just crap. Just don't care about anything, don't want to do anything.",P,,,,,,,116_10,,,,,,,,,,
So how have you been spending your time filling up your days?,T,2.0,1.0,2.0,2.0,1.0,2.0,116_11,,,,,,,,,,
"just lying in bed all day, doing nothing. Just thinking, I've got these, these thoughts. ",P,,,,,,,116_12,,,,,,,,,,
What thoughts?,T,-1.0,0.0,1.0,-1.0,1.0,-1.0,116_13,,,,,,,,,,
Any thoughts of dying,P,,,,,,,116_14,,,,,,,,,,
You think about that?,T,2.0,-1.0,0.0,-1.0,1.0,-1.0,116_15,,,,,,,,,,
"All the time, every day.",P,,,,,,,116_16,,,,,,,,,,
Do you think about how that could happen?,T,1.0,-1.0,0.0,-2.0,0.0,-1.0,116_17,,,,,,,,,,
I think I'll probably jump over a bridge.,P,,,,,,,116_18,,,,,,,,,,
Which one?,T,-1.0,0.0,1.0,1.0,1.0,1.0,116_19,,,,,,,,,,
there's a really high bridge near my house the swing bridge. It's it's really high so I know I'll die if I jump off. There's also a train track underneath. So if the fall doesn't kill me then the train will,P,,,,,,,116_20,,,,,,,,,,
Have you made any plans about actually going in?,T,2.0,-1.0,0.0,-1.0,1.0,-1.0,116_21,,,,,,,,,,
"I'm thinking, thinking all the time",P,,,,,,,116_22,,,,,,,,,,
what stopped you from going there?,T,2.0,-1.0,2.0,-1.0,1.0,-2.0,116_23,,,,,,,,,,
"My mom, she'd probably be really upset if I did it but things have just gotten worse and I can't take it anymore.",P,,,,,,,116_24,,,,,,,,,,
Do you think about how you could get to the bridge? Um,T,2.0,-1.0,0.0,2.0,1.0,2.0,116_25,,,,,,,,,,
"I've been looking at bus timetables today. The bus that goes by the bridge. Yeah, I think I'm gonna do it tonight. Just can't take it anymore. She can't treat me this way. Like what?",P,,,,,,,116_26,,,,,,,,,,
" I know sometimes when people have a feeling crap and struggling with stuff like you are, they can do other things to hurt themselves, like burning or cutting.",T,-2.0,-1.0,0.0,-1.0,-2.0,-1.0,116_27,,,,,,,,,,
"Yeah, I cut up my links. ",P,,,,,,,116_28,,,,,,,,,,
When was that?,T,,,,,,,116_29,,,,,,,,,,
Today yesterday every day.,P,,,,,,,116_30,,,,,,,,,,
Have you ever done anything else to hurt yourself?,T,1.0,-1.0,0.0,-1.0,-2.0,-1.0,116_31,,,,,,,,,,
"No, just cutting",P,,,,,,,116_32,,,,,,,,,,
it to the have thoughts about harming anyone else?,T,-2.0,-1.0,0.0,-1.0,-2.0,-1.0,116_33,,,,,,,,,,
"No and never have anyone else. No, I don't think so.",P,,,,,,,116_34,,,,,,,,,,
"Assess for disturbances in perception that can be auditory or visual. It's also important to assess the level of protection and supervision that the family offers. caregivers are able to provide for the young person and what other protective factors there are,",T,2.0,-1.0,2.0,-1.0,-2.0,-1.0,116_35,,,,,,,,,,
Just mum and jack is my younger brother.,P,,,,,,,116_36,,,,,,,,,,
How are things at home?,T,0.0,1.0,2.0,0.0,-2.0,2.0,116_37,,,,,,,,,,
Not good. Your mum mums always having a go at me. And today we had a massive fight,P,,,,,,,116_38,,,,,,,,,,
Do you have someone you can talk to about what's been going on how you've been feeling about these thoughts about wanting to die?,T,2.0,-1.0,0.0,-1.0,1.0,-1.0,116_39,,,,,,,,,,
"I talked to Sophie, she's she's my friend. She wants to die too, so. I know she won't tell anyone.",P,,,,,,,116_40,,,,,,,,,,
Have you had anything alcoholic to drink today?,T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,116_41,,,,,,,,,,
No.,P,,,,,,,116_42,,,,,,,,,,
What about other drugs slot? pot I six to see other people's prescription drugs.,T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,116_43,,,,,,,,,,
No,P,,,,,,,116_44,,,,,,,,,,
"Any questions for me? Thank you so much for talking to me today. I appreciate it. I'm worried about some of the things you've told me and I'm especially worried that you might be at risk of hurting yourself. So I'd like to ask one of my specialist colleagues, john to come and have a chat with you. He's a mental health nurse. So he specializes in talking to young people who've been struggling with their mood or at risk of hurting themselves. Would that be okay?",T,2.0,-1.0,1.0,-2.0,-2.0,-1.0,116_45,,,,,,,,,,
That's okay.,P,,,,,,,116_46,,,,,,,,,,
"It is normally about half an hour, but it can take a little bit longer. Can I get you something to drink while you wait?",T,1.0,1.0,2.0,-1.0,1.0,2.0,116_47,,,,,,,,,,
"Yeah, that's fine. Can I have a coke?",P,,,,,,,116_48,,,,,,,,,,
"Well, thanks for asking. Yeah, I understand you've had some recent difficulties that brought you into our agency.",T,2.0,2.0,-2.0,-2.0,-2.0,2.0,95_1,,,,,,,,,,
"Yeah, I'm having some problems with with friends and family. relationships, I guess in general",P,,,,,,,95_2,,,,,,,,,,
relationships?,T,-1.0,0.0,1.0,2.0,1.0,2.0,95_3,,,,,,,,,,
"Yeah, I have a lot of stuff.",P,,,,,,,95_4,,,,,,,,,,
You have a lot of stuff.,T,2.0,-1.0,1.0,-1.0,-2.0,-1.0,95_5,,,,,,,,,,
"Yeah. My house is is a full things and it's it's kind of embarrassing. I don't Like to get rid of things. Hmm. I worry that um, you know, when I need them or something so. So yeah. overflowing my house stuff.",P,,,,,,,95_6,,,,,,,,,,
So a lot of a lot of stuff in your house. And this is affecting your relationships.,T,0.0,-1.0,2.0,2.0,2.0,2.0,95_7,,,,,,,,,,
"Yeah, you know, there's all this stuff is taking taking over the house, there's no room for anyone to really come over and visit me which is really become a problem. You know, you meet people and it's normal to go over to their house and have lunch or whatever. And I get really embarrassed. I don't want people to do that. I don't my family even coming over. My sister was over last week and she threw something away. She threw this newspaper away from two years ago. And I freaked out I would if I need that, you know, I those things are important to me. So that's kind of putting a strain on my relationship with my family and that way I think they're the only ones probably that would like feel brave enough to actually do something like my sister did.",P,,,,,,,95_8,,,,,,,,,,
something away,T,0.0,0.0,-1.0,-2.0,-1.0,-2.0,95_9,,,,,,,,,,
"Yeah, yeah, so yeah it's just it's embarrassing that I can count on my friends over look like to have my family over and I just can't it's too much ",P,,,,,,,95_10,,,,,,,,,,
"You mentioned your your house is overflowing. How cluttered? Can you describe it? Um,",T,0.0,0.0,2.0,2.0,2.0,2.0,95_11,,,,,,,,,,
"there's there's room for me to live in there. And there's a path from my front door to the kitchen. The two bedroom, two bath Sometimes it's blocked by stuff, but when things fall or whatever, are pretty much the whole house says things",P,,,,,,,95_12,,,,,,,,,,
and what what type of things. You mentioned a newspaper.,T,0.0,1.0,2.0,2.0,1.0,2.0,95_13,,,,,,,,,,
"Yeah, I don't like to get rid of like cards or newspapers or magazines, mail, things like that. But I've also collected things over the years. I inherited the house where my grandmother's all her stuff was in there. And yeah, I really can't get rid of that. But it has a lot of sentimental value to me. So my things have just kind of been piled up on her things.",P,,,,,,,95_14,,,,,,,,,,
"So you have a lot of stuff in the house. And it's congested, but you're able to move around and live there.",T,0.0,-1.0,1.0,2.0,-2.0,2.0,95_15,,,,,,,,,,
"Yeah, I'm not freely able to move around, but you know, it works for me.",P,,,,,,,95_16,,,,,,,,,,
"Yeah. It'd be difficult, or it is difficult when other people come by.",T,2.0,-1.0,1.0,-1.0,1.0,-1.0,95_17,,,,,,,,,,
"Yes, yeah, they, they wouldn't really be able to be in there.",P,,,,,,,95_18,,,,,,,,,,
"Now, so some of these items you said you received when you receive the house? Do you ever go out and buy things or bring them in?",T,0.0,-1.0,2.0,0.0,2.0,2.0,95_19,,,,,,,,,,
"Yeah, I like to go shopping. I like to get the yard sales on the weekends. Kind of a deal Hunter. So if I if I see something on sale, I don't want to pass it up. If it's a good deal, man, we'll come back to it. So",P,,,,,,,95_20,,,,,,,,,,
How often do you buy things?,T,1.0,1.0,2.0,2.0,0.0,2.0,95_21,,,,,,,,,,
I probably like on the weekends I go to yard sales. I usually buy a few things every weekend from the yard sales and they're such good deals so man make a trip to the mall or TJ Maxx or something once a week at least I usually buy something I need to,P,,,,,,,95_22,,,,,,,,,,
just your vehicle have stuff in it now. There you go.,T,2.0,-1.0,2.0,2.0,0.0,2.0,95_23,,,,,,,,,,
Yeah. So I actually picked something up that I saw. That was for sale on the side of the road on the way here was a little bedside table. So it was only a few bucks.,P,,,,,,,95_24,,,,,,,,,,
"Right. So you have some things you buy, you have some things that you otherwise obtain that are in the house. They're already there. And you have trouble parting with them. ever tried to throw anything out or do anything away?",T,0.0,-1.0,1.0,0.0,-2.0,2.0,95_25,,,,,,,,,,
"people have suggested that I do that, but I just can't bring myself to that. I mean, like my sister came over, she tried to get rid of something for me. couldn't do it. It's too hard. Yeah. Just think I might need it, you know, but if I need it, if I need to look back and reference that, that newspaper that she tried to throw away, we'll have it.",P,,,,,,,95_26,,,,,,,,,,
So what would you like to gain from counseling?,T,2.0,-1.0,0.0,-1.0,1.0,-1.0,95_27,,,,,,,,,,
"I would like to, I'd like to be able to get rid of things and would like not to worry so much",P,,,,,,,95_28,,,,,,,,,,
So you'd like to be able to throw things out. Clear out here.,T,0.0,-1.0,1.0,2.0,2.0,2.0,95_29,,,,,,,,,,
"Yeah, well, a little bit of time. I don't think it's gonna happen right away. But I'd like to get there eventually to start working on it. Yeah.",P,,,,,,,95_30,,,,,,,,,,
All right. I have a couple other questions. Okay. Do you have any medical problems?,T,2.0,-1.0,0.0,2.0,1.0,-1.0,95_31,,,,,,,,,,
No.,P,,,,,,,95_32,,,,,,,,,,
Any history of mental health disorders,T,1.0,1.0,0.0,-1.0,-2.0,-1.0,95_33,,,,,,,,,,
No,P,,,,,,,95_34,,,,,,,,,,
and alcohol use us?,T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,95_35,,,,,,,,,,
I drink socially with friends,P,,,,,,,95_36,,,,,,,,,,
"drink socially. Yeah, nothing else. ",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,95_37,,,,,,,,,,
No.,P,,,,,,,95_38,,,,,,,,,,
And you do okay at work?,T,0.0,1.0,0.0,2.0,-2.0,-1.0,95_39,,,,,,,,,,
"Yeah, I love my job.",P,,,,,,,95_40,,,,,,,,,,
"Yeah, any problems there?",T,0.0,1.0,1.0,2.0,1.0,2.0,95_41,,,,,,,,,,
"Now I work as a call receiver, the call center so I get along with everyone. Boss thinks I do a great job. So,",P,,,,,,,95_42,,,,,,,,,,
"okay, great. All right, Jackie. If you're okay with it, I'll get you in to see a counselor with that schedule. ",T,0.0,2.0,2.0,2.0,-2.0,2.0,95_43,,,,,,,,,,
"Okay, great. Thanks.",P,,,,,,,95_44,,,,,,,,,,
"Okay, Marsha, so how can I help you today?",T,2.0,2.0,-2.0,-2.0,-2.0,2.0,198_1,,,,,,,,,,
"Well, I'm working full time. I'm part time student. I've just gotten engaged, and I live at home. There's just so much stress in my life, everything happening all at once. Just to top it all off I failed an exam, a really big exam. And I just feel like I can't do anything anymore. I can't do anything, right. I've just got so much stress, and I feel like such a disappointment, such a failure and embarrass my family by failing. Yeah, I just don't know what to do anymore. And I guess I come here today to Tell you like, Oh, I want to leave uni I guess that's why Coming to you today. ",P,,,,,,,198_2,,,,,,,,,,
"Okay, so it sounds like a whole lot of stuffs on top of you ",T,2.0,2.0,0.0,-1.0,1.0,-1.0,198_3,,,,,,,,,,
Yeah that's so much just piling on me,P,,,,,,,198_4,,,,,,,,,,
"So you're working full time part time study, and then you've got your wedding preparations.",T,1.0,1.0,0.0,2.0,1.0,2.0,198_5,,,,,,,,,,
"Yeah, just got engaged and weddings just a month away now. So yeah, so just got so much happening. Work is really demanding. Yeah, I just found this exam. It's just, yeah. All too much. ",P,,,,,,,198_6,,,,,,,,,,
So Imagin you've been sweating on this for a while and it's all been swirling around in your head,T,1.0,1.0,2.0,-1.0,1.0,2.0,198_7,,,,,,,,,,
"just been building up and so much pressure with everything and I'm living at home so my parents You know, a lot of pressure need to do everything right. And, and by failing this, I feel like I've just embarrassed them and disappointed them and I just don't feel like I'm good enough to go on Studying.",P,,,,,,,198_8,,,,,,,,,,
Okay. And have they said much to you about failing exam?,T,1.0,1.0,2.0,2.0,2.0,2.0,198_9,,,,,,,,,,
"They haven't said much. I was really scared to tell them actually because I knew they just be so disappointed and disinterest by the fact that I did fail. Yeah, I've never failed anything before. And so Yes. Really hard.",P,,,,,,,198_10,,,,,,,,,,
Yeah. So it's new and you don't like it at all?,T,1.0,1.0,2.0,-1.0,2.0,2.0,198_11,,,,,,,,,,
Not at all. I think leaving uni will just be the way out just so I don't have to go through it again.,P,,,,,,,198_12,,,,,,,,,,
"Okay, well, I'm glad you've come to counseling, because it's good for us to get an outsider's opinion when we've got so much on our plate, and we confused as to what to do and our emotions can get in the way. And you just said earlier that a whole lot of stuffs on your plate at the moment. Okay. So I'm glad you've come here. Here with the clinic We use the ABC model, which is a cognitive behavioral therapy model. So Marsha, some counselors have put together a list of beliefs that we often use. And we don't realize that we're using those beliefs and they tend to be faulty ones. Here's the list here. Have a look through that to see if there are any beliefs that you might be operating on at the moment.",T,1.0,1.0,2.0,2.0,1.0,2.0,198_13,,,,,,,,,,
"I think number two,",P,,,,,,,198_14,,,,,,,,,,
okay. Read that one out for me,T,1.0,1.0,1.0,0.0,0.0,-1.0,198_15,,,,,,,,,,
that it's necessary to have a high degree of uncertainty in order to be happy and perform well.,P,,,,,,,198_16,,,,,,,,,,
Yeah. You mentioned that,T,1.0,-1.0,1.0,2.0,1.0,-1.0,198_17,,,,,,,,,,
Number 4 that it's necessary to be competent and successful in all those things which are attempted.,P,,,,,,,198_18,,,,,,,,,,
"Hmm yeah, that's an expectation from your family. ",T,1.0,1.0,0.0,0.0,0.0,2.0,198_19,,,,,,,,,,
Yeah. Possibly number eight. That loss should be entirely pleasant ending And enjoyable that any frustration discomfortable pain would be unbearable.,P,,,,,,,198_20,,,,,,,,,,
Hmm. Yeah. Which one of those stands out the most for you at the moment?,T,1.0,1.0,0.0,0.0,0.0,-1.0,198_21,,,,,,,,,,
Umm probabily number 4. Yeah.,P,,,,,,,198_22,,,,,,,,,,
"How would you put that, in your own words?",T,1.0,0.0,1.0,0.0,0.0,-2.0,198_23,,,,,,,,,,
That I need to be successful all the time andeverything that I do.,P,,,,,,,198_24,,,,,,,,,,
Hmm.,T,0.0,0.0,0.0,2.0,0.0,2.0,198_25,,,,,,,,,,
Yeah.,P,,,,,,,198_26,,,,,,,,,,
And is that different from what's happening in your life at the moment?,T,2.0,1.0,0.0,-1.0,1.0,2.0,198_27,,,,,,,,,,
"Well, failing that exam I mean, I wasn't successful with that. So yeah, it just throws out I guess even number two, because throw that all the order in my life. I'd need to have everything. I need to know what I'm doing where I'm going. Yes.",P,,,,,,,198_28,,,,,,,,,,
"Okay, so if number four is an expectation that your family has given that you have of yourself How do you measure up next to number four?",T,1.0,1.0,0.0,0.0,0.0,-1.0,198_29,,,,,,,,,,
I don't feel like I'm good enough.,P,,,,,,,198_30,,,,,,,,,,
"Okay. All right. Well, what I'd like to do is, is put some of those ideas on the board under the ABC. And I'll explain as we go along. ",T,1.0,2.0,2.0,-1.0,1.0,2.0,198_31,,,,,,,,,,
Okay.,P,,,,,,,198_32,,,,,,,,,,
Okay. So what do you think the trigger point might be or the activating event for you at the moment?,T,2.0,-1.0,2.0,2.0,-2.0,2.0,198_33,,,,,,,,,,
"I mean, there are a lot of things, but I think, obviously filing the exam was the main one.",P,,,,,,,198_34,,,,,,,,,,
"All right. And, and the consequences, you thinking of leaving uni. And, and that statement you made earlier about? Yeah, that's, that's the one. That's the crucial one, and I'll explain it shortly when I get up to the board. ",T,1.0,1.0,0.0,2.0,1.0,2.0,198_35,,,,,,,,,,
Okay.,P,,,,,,,198_36,,,,,,,,,,
"Okay, I think I'll put it up there now for you so we can work through that. So Marsha, the activating event, which is what you stated earlier And the kind of decision that you're thinking about is ",T,2.0,-1.0,0.0,-1.0,-2.0,2.0,198_37,,,,,,,,,,
leaving Uni?,P,,,,,,,198_38,,,,,,,,,,
That's right okay. So it's important that we consider the jump from here over to here. And the kind of thinking that you've been swirling around in your head affects the consequence. And you've mentioned earlier that number four seems to fit. And you put that in your own words. What are your words before?,T,1.0,1.0,2.0,2.0,1.0,2.0,198_39,,,,,,,,,,
That I'm not good enough.,P,,,,,,,198_40,,,,,,,,,,
"It's really important for us to consider that kind of thinking, hmm. Okay, Marsha, it's good that we've got those things on the board. And what I'd like to do now is focus, stepping out a bit from your situation and looking, looking at it from another point of view. To me, it sounds like you've, you're doing a whole lot of things really well. Can you list all of the things that you're doing really well?",T,1.0,2.0,2.0,2.0,1.0,2.0,198_41,,,,,,,,,,
"I'm working, It's a really demanding job, You know, keeping up with it. I guess. Things that my fiance I mean, we're engaged. So planning the wedding That's going really well. It's stressful, but it's going well.",P,,,,,,,198_42,,,,,,,,,,
And all of you other university subjects?,T,1.0,-1.0,1.0,2.0,-2.0,2.0,198_43,,,,,,,,,,
"Yeah. never sold anything before. This is the first time I guess all the other subjects? Yeah, yeah.",P,,,,,,,198_44,,,,,,,,,,
And you're succeeding in all of those things together?,T,2.0,-1.0,0.0,-1.0,1.0,-1.0,198_45,,,,,,,,,,
Yeah.,P,,,,,,,198_46,,,,,,,,,,
You're juggling it. And it's a lot on your plate at the moment. But it sounds like you've been able to cope up until this point of the one exam.,T,1.0,2.0,2.0,-1.0,1.0,2.0,198_47,,,,,,,,,,
Yeah. This one just threw me off balance. just failing.,P,,,,,,,198_48,,,,,,,,,,
"So, would you describe yourself as successful most of the time?",T,2.0,-1.0,1.0,2.0,0.0,2.0,198_49,,,,,,,,,,
"Yeah, Most of the time",P,,,,,,,198_50,,,,,,,,,,
Yeah. And what's the evidence for that?,T,2.0,-1.0,0.0,-1.0,-2.0,-1.0,198_51,,,,,,,,,,
passing all my fans all the time. I'm just passing my subjects not getting that full time job. It's a great job that I'm doing. I'm getting married.,P,,,,,,,198_52,,,,,,,,,,
"Yeah, that's right. Yeah. So how do all of those successes compared to that belief that you've written that I've written on the board for you?",T,2.0,-1.0,2.0,-1.0,1.0,2.0,198_53,,,,,,,,,,
"I guess in comparison, I am good enough.",P,,,,,,,198_54,,,,,,,,,,
"Yeah, that's right. Yeah. And all the evidence is there. All of the subjects that you've passed in first year, and now second year. year round, full time job. That's a success. Yeah, it's great. Yeah. Good. Okay. Well, what I'd like to do is get you to write that on the board to dispute that belief. Okay. Yeah. Would you do that?",T,2.0,-1.0,0.0,2.0,2.0,2.0,198_55,,,,,,,,,,
Alright,P,,,,,,,198_56,,,,,,,,,,
Well done last That's a powerful statement. What kind of decision goes along with that?,T,2.0,-1.0,0.0,2.0,-2.0,2.0,198_57,,,,,,,,,,
Staying at uni.,P,,,,,,,198_58,,,,,,,,,,
Good. Okay. Knock that on the board first.,T,0.0,1.0,1.0,-1.0,1.0,2.0,198_59,,,,,,,,,,
Okay,P,,,,,,,198_60,,,,,,,,,,
"Alright, that's good. Good. Okay. So you've made a bit of a decision, haven't you?",T,2.0,-1.0,2.0,2.0,1.0,2.0,198_61,,,,,,,,,,
Yeah.,P,,,,,,,198_62,,,,,,,,,,
Okay. Tell me about it. Does it feel like okay?,T,2.0,2.0,2.0,2.0,1.0,2.0,198_63,,,,,,,,,,
Yeah. I feel like I should stay.,P,,,,,,,198_64,,,,,,,,,,
Okay. Why is that?,T,2.0,1.0,2.0,2.0,-2.0,2.0,198_65,,,,,,,,,,
"I can try again. Everything doesn't have to be 100% all the time. Good. Good. Yeah, I mean, I could reset the exam. ",P,,,,,,,198_66,,,,,,,,,,
"Okay, yeah. Yeah. And we've talked about all your successes. Yeah. So it's hard now to believe that top statement that I'm not good enough.",T,1.0,1.0,2.0,-1.0,2.0,0.0,198_67,,,,,,,,,,
"Yeah, I mean, I am good enough compared to all the things that you helped me realize with all the successes that I've had that I am good enough. Yeah. Good.",P,,,,,,,198_68,,,,,,,,,,
"Okay. And so, this idea about staying at uni.",T,1.0,2.0,2.0,-1.0,1.0,2.0,198_69,,,,,,,,,,
"Yeah I will stay. I am good enough. So I'm sure I can give it another go and see how it go from there. I can reset the exam, and I'm sure I'll be fine.",P,,,,,,,198_70,,,,,,,,,,
"Okay, good. Okay. What I'd like you to do is to keep saying that statement. I am good enough to say it in front of the mirror two or three times a day, so that you build up your confidence, because it's going to take some time to reprogram you confuse it or up here with that kind of positive belief of about yourself, rather than carrying around that other belief. And we tend to carry those other beliefs for years and years and years. And so it's going to take a bit of work on your part to deliberately change your thinking and change your belief system. But you've made a great start here today. So congratulations.",T,1.0,1.0,0.0,2.0,-2.0,2.0,198_71,,,,,,,,,,
Thank you,P,,,,,,,198_72,,,,,,,,,,
"Hi Amy, I'm Denise I one of the advocates here, at the center and how are you? How are you today?",T,2.0,2.0,-2.0,-2.0,-2.0,2.0,155_1,,,,,,,,,,
"I'm fine. Thanks. Well, strange feeling strange for this, but okay.",P,,,,,,,155_2,,,,,,,,,,
"Yeah, it's something really different for you.",T,2.0,2.0,2.0,-1.0,1.0,-1.0,155_3,,,,,,,,,,
Umm hmm I have I've not done this before.,P,,,,,,,155_4,,,,,,,,,,
"Well, why don't you tell me a little bit about what brings you here today?",T,2.0,1.0,-2.0,2.0,-1.0,-1.0,155_5,,,,,,,,,,
"I'm not even sure I am I heard about this place and that you work with women who are having trouble with a relationship and are confused. And so I thought I'd give you guys a call. And so I'm, thank you so much for taking the time to see me.",P,,,,,,,155_6,,,,,,,,,,
"So you're, you've heard a little bit about the program here. Would it help if I just explained a little bit about what what my role might be today?",T,2.0,-1.0,2.0,2.0,1.0,2.0,155_7,,,,,,,,,,
"Yeah, yeah, cuz I don't know what to do.",P,,,,,,,155_8,,,,,,,,,,
"What I want to reassure you of is that I'm not here to try and tell you anything that you might need to do or to try and give you advice or information at all. I'm here to help you in whatever way is useful to you to sort out what what's going on and what if anything you'd like to do differently. So this is really up to you. What you would like to explore today, how does that sound?",T,2.0,-1.0,0.0,2.0,1.0,2.0,155_9,,,,,,,,,,
That sounds really hard because I'm not sure I'm very good at sorting things out myself. Yeah. Yeah.,P,,,,,,,155_10,,,,,,,,,,
"So right now you're feeling a little overwhelmed with everything that's going on, and you're not even sure where to start.",T,2.0,-1.0,2.0,2.0,-1.0,2.0,155_11,,,,,,,,,,
"Yeah, that's a good way to put it. I'm kind of confused about what to do next. And I have a little baby at home, so I don't I can't think anyway, most the time.",P,,,,,,,155_12,,,,,,,,,,
"Yeah. So now anything any kind of decisions you make, or anything that you do affects both you and and the baby. ",T,0.0,-1.0,0.0,2.0,1.0,2.0,155_13,,,,,,,,,,
"Mm hmm. And, and my boyfriend affects him. Which is why I guess I guess I'm here to talk about him and me and the baby and what we're, you know, how we work together.",P,,,,,,,155_14,,,,,,,,,,
"Well, I if you're interested or you're willing, why don't you tell me a little bit about your story?",T,0.0,-1.0,0.0,2.0,1.0,2.0,155_15,,,,,,,,,,
"I don't know where to start. He and I had been together for about a year. And I got pregnant right away and we just had this baby a little while ago. And and before that I was working. And he and I, you know, we're on and off here and there, we get invites and he disappears for a while then he comes back. That's kind of what the ears look like. And I just been getting more and more confused on what to do and recently he did something really that didn't even look like him. He looked like a different person and it freaked me out and freaked the baby out. And quite honestly, it freaked him out too. He didn't he said he didn't know what happened and he felt he said he felt out of control.",P,,,,,,,155_16,,,,,,,,,,
"So the in the history of the relationship over this year, it's kind of been in and out in a way and there have been Some incidents where you've had some arguments and then separated for a while and gotten back together but it does sound like something pretty significant happened that sort of freaked everybody out. All all of you the baby and you and him and, and was kind of scary. ",T,0.0,-1.0,0.0,0.0,1.0,2.0,155_17,,,,,,,,,,
"Mm hmm. Yeah, he came home. I was a friend come over a man friend, he doesn't like me to have men friends came over to help me with my resume, because I'm starting to think about going back to work. And he had a weird look in his eye and so I kind of, you know, we sped up and I kind of let my friend leave but soon as after right after he left he he kind of just got this dark, scary look and he pushed me onto the ground and and it was just different than anything that ever happened to me or us together and He just got this weird kind of like he was possessed by something. And he said he didn't, he would never do that again. He's he's really good daddy. And he really helps us out a lot.",P,,,,,,,155_18,,,,,,,,,,
"So in a way it doesn't, it didn't even really make sense to you or to him, because on the one hand, He's really good. Good with you and good with the Father. I mean, good with your child. And on the other hand, it was just like, what is this something really different?",T,0.0,-1.0,0.0,2.0,1.0,2.0,155_19,,,,,,,,,,
