Utterance,Type,ID
"Imagine this feeling is an object. What shape does it have? Is it a liquid, solid or gas? Is it moving or still? What color is it? If you could touch the surface, what would it feel like? Wet or dry? Rough or smooth? Hot or cold? Soft or hard?",T,ZAOwjnqVUnM_44
"Observe this object curiously. Breathe into it and open up around it. Notice that you are bigger than the object, no matter how big it gets. It can never get bigger than you. This feeling tells you that you're a normal human being with a human heart. It tells you that there are things in life that matter to you. This is what humans feel when there's a gap between what we want and what we've got.",T,ZAOwjnqVUnM_45
"Now take one of your hands and place it on this part of your body. Imagine that this is a healing hand. Feel the warmth flowing from your hand into your body, not to get rid of the feeling, but to make room for it, to soften up and loosen up around it. Hold it gently, as if it's a crying baby or a frightened puppy.",T,ZAOwjnqVUnM_46
"Letting your hand fall, once again, breathe into the feeling and expand around it. Life is like a stage show. On that stage are all your thoughts and all of your feelings. For the last few minutes, we dimmed the lights on the stage and shined a spotlight on this feeling. Now it's time to bring up the rest of the lights.",T,ZAOwjnqVUnM_47
"Bring up the lights on your body. Notice your arms, legs, head, and neck. Notice that you're in control of your arms and legs regardless of what you're feeling. Move them around a little to check for yourself. Take a stretch and notice yourself stretching. Now bring up the lights on the room around you. Open your eyes and look around. Notice that there's not just a feeling here, but a feeling inside a body, inside a room, inside a world full of opportunity. Welcome back.",T,ZAOwjnqVUnM_48
So how did that make you feel?,T,ZAOwjnqVUnM_49
Wow.,P,ZAOwjnqVUnM_50
Was it relaxing? Did it enlighten you in a sense of becoming more in control of your body and your anxiety?,T,ZAOwjnqVUnM_51
It actually made me feel like that feeling just is.,P,ZAOwjnqVUnM_52
It exists. It just is.,T,ZAOwjnqVUnM_53
And it's Joy. And it's okay. It's just another part of me like any other part of me.,P,ZAOwjnqVUnM_54
"Exactly. So you did find that helpful. Good. We've got several more exercises. I'd like to see you come back next week if that's okay. Our time has run short today, but I'll see you next week if that's alright.",T,ZAOwjnqVUnM_55
Yes. Okay. Thank you.,P,ZAOwjnqVUnM_56
"Hi Gina, I haven't seen you in a few weeks. I know it was hard for you to come today and this has kind of been a hard process. So, I'm really glad that you came today. I just want to check in and see how things are going.",T,9i_qh-BAWTw_1
"Been in a couple of fights with my mom, cut a few times, but not as much as before.",P,9i_qh-BAWTw_2
"So you've cut a couple times since we've met, but not as much as before. You did have a few fights with your mom. So Gina, tell me about where you're at in terms of your feelings about cutting and what your thoughts are about changing that behavior.",T,9i_qh-BAWTw_3
"I know it's bad, but sometimes I just want to do it because I know it'll help me feel better right away. I don't know that having a bath will make me feel better right away necessarily.",P,9i_qh-BAWTw_4
"You have mixed feelings about it. It sounds to me like there's some good things about it and you know it's helpful, it makes you feel better right away. And you're not entirely sure that having a bath and the mini-vacation idea is going to work as quickly or work as well. And so there's sort of two sides of it for you. Wondering if the mini-vacation and having a bath will be as helpful for you. What are some of the drawbacks to having a bath and doing the mini-vacation do you think?",T,9i_qh-BAWTw_5
I guess there's nothing bad about it really. I'm just used to having that immediate release when I cut.,P,9i_qh-BAWTw_6
"So it's maybe not as immediate for you, you have to draw the bath and it might take a bit more time. And it's different. What are some of the good positive parts about choosing to do have a bath and self-soothe in that way do you think?",T,9i_qh-BAWTw_7
"It's relaxing. I get to be clean and smell good. I can listen to my music. It's sort of like a treat for me. So, and I don't wake up the next day with scars.",P,9i_qh-BAWTw_8
"That's maybe a big one for you, right? That you're waking up, you don't have any scars, you got to listen to your music, you're smelling good, you're feeling good maybe. So you listed lots of positives, but you know there's still these two parts of yourself. Remember in some of the other sessions we've had, we talked about what you Gina as a person, what you value and what's important to you. Do you remember what those things were you'd identified?",T,9i_qh-BAWTw_9
"One was independence and two was privacy. Yeah, those were the main things.",P,9i_qh-BAWTw_10
"So independence and privacy were important to you in terms of what you value in your life. So when you think about independence and you think about privacy, where do you see cutting impacting that? Like how does that fit with those two things? How does cutting fit with independence, why don't we start there?",T,9i_qh-BAWTw_11
I decide to cut myself and it's my own decision.,P,9i_qh-BAWTw_12
So there's independence in terms of those choices. Okay. Any consequences of cutting on your independence do you think?,T,9i_qh-BAWTw_13
"It's not a good thing. Yeah, I'm in control, but it doesn't work out for the best.",P,9i_qh-BAWTw_14
So you are in control but it doesn't work out for the best. Yeah. And there has been some consequences in terms of your mom curtailing your independence based on your cutting.,T,9i_qh-BAWTw_15
Definitely. She takes away my independence and so it seems like a bad cycle.,P,9i_qh-BAWTw_16
"So your mom is sort of pulling back on your independence when it gets into a bad cycle. And then which makes you more mad, which makes you want to cut again. So it becomes a real vicious circle almost, yeah. How about privacy? What does, how does cutting affect privacy for you, that value?",T,9i_qh-BAWTw_17
"It impacts it in a bad way because I have to be private about hiding my scars, but it's kind of a good way too because I get to do it in private. Nobody else sees me and so I feel good about having that private thing that only I can do.",P,9i_qh-BAWTw_18
"It needs to happen in private and that being wanting to be in private and cutting, those two things go together. But the downside is that you're almost required to be private because you have to hide yourself and be so conscious all the time of covering up and keeping the secret. So you talked about having mixed feelings about deciding to cut or not to cut, there's lots of different feelings for you about that. One of the things I wondered about is, you know, if you imagine what would things look like for you in a year from now if cutting is still in your life. What do you envision it would look like? So you'd be one year older, you'd be 17. What do you think when you imagine that?",T,9i_qh-BAWTw_19
"Just feel like it will probably be worse. I feel like I'll have way more scars, they could even be somewhere else, not just my arms, maybe my legs because if I just keep going then there'd be nowhere else to cut and they just could get really bad I think. Lots more scars. I would not even have a chance of going back on the swim team at all or doing anything like that. I think it would be bad.",P,9i_qh-BAWTw_20
"So you just feel like there'd be lots of consequences down the road. There'd be lots more scars, maybe more spots, and really afraid that it wouldn't be an option to go on the swim team. And that'd be bad for you.",T,9i_qh-BAWTw_21
"Yeah, I feel like right now I could probably go back if I stop cutting but once I heal it could be okay but if I keep going the way I'm going I don't know if I could hide it. It might stick around forever.",P,9i_qh-BAWTw_22
So you have hope right now that you could return to the swim team and that is important to you.,T,9i_qh-BAWTw_23
Yeah.,P,9i_qh-BAWTw_24
You mentioned before that you had felt closer to your daughter at one time than you do now.,T,WdWtfuPD4As_1
"Yes, before we moved to Canada. We were close.",P,WdWtfuPD4As_2
"But now we seem to, I don't know why I just seem to get so angry with her and I feel she does not honor me as her mother.",P,WdWtfuPD4As_3
So there's something about this transition that's been very difficult on your relationship with your daughter. She's moved from one of these inner circles to this more distant one. And I can see as you're speaking of her that this is quite painful for you.,T,WdWtfuPD4As_4
I love my daughter. But things seem to be different since we have been here.,P,WdWtfuPD4As_5
"What you described about your daughter being out here even though you would like her to be closer, that's exactly the focus of the work that we'll be doing together. We'll be looking at those important relationships and finding ways to bring those people closer to you.",T,WdWtfuPD4As_6
"IPT really focuses on the centrality of relationships and universal problems related to loss, change, and conflict. It's rooted in interpersonal theories that are clinically helpful and there's a strong body of research that has shown it to be a highly powerful and effective treatment for clinical depression in the context of life events.",T,WdWtfuPD4As_7
"Hi this is Dr. Grande. I hope you find this video useful. If that's the case please like it and subscribe to my channel. And as always, thanks for watching.",T,pllei-yDO8c_1
"And Andrew, how you doing today?",T,pllei-yDO8c_2
"Hey Doc, nice to see you.",P,pllei-yDO8c_3
Nice to see you. It's been about a week since I've seen you last. I know you're having some different difficulties particularly at work. Any changes there?,T,pllei-yDO8c_4
"Not really. I mean it's pretty much the same pace. I'm very frustrated with the whole system. I'm working with inner city kids, African-American kids, males in particular. I sit and talk with these kids and realize there's not much I can do for them. It's frustrating and depressing to do this every day.",P,pllei-yDO8c_5
"So as you're working with these youth, you're looking at their circumstances and saying the odds just don't look good for major improvement. And that's leading you to lose hope in your ability to help them.",T,pllei-yDO8c_6
Absolutely. It's their reality. A kid comes in and mom's either in prison or dad is incarcerated. This kid has absolutely no life skills and is convinced this is who he is for the rest of his life. He sits in front of me looking for answers and I don't know if I have them.,P,pllei-yDO8c_7
What kind of questions do they ask you?,T,pllei-yDO8c_8
"It's more just statements of 'this is my life, the struggle is real'. I'm trying to draw them out of that mindset but it's years of social conditioning. I just don't know if I have the skills to really break through that way of thinking.",P,pllei-yDO8c_9
"Alright, so can you think of a particular case, a particular youth you're working with where you're finding this struggle? One where you don't seem like you have much hope for them?",T,pllei-yDO8c_10
Yes I do.,P,pllei-yDO8c_11
What's his self-statement that's getting a reaction from you?,T,pllei-yDO8c_12
That he's a drug dealer and he's not going to stop. He's involved with gang activity and that's his family. Even the thought of going back to prison doesn't shake this kid.,P,pllei-yDO8c_13
Not afraid of that.,T,pllei-yDO8c_14
"Not afraid of it. For them, jail is like going to the school courtyard because all his boys are in jail. I'm sitting here wondering what kind of options I can give him when I don't even believe he has any at this point.",P,pllei-yDO8c_15
So your automatic thought is 'I don't believe he has any options'. That's what's going through your mind when he says he's involved in gang activity and wants to continue dealing drugs. Right? That's your thought.,T,pllei-yDO8c_16
That's my thought.,P,pllei-yDO8c_17
There's no way out for him.,T,pllei-yDO8c_18
I don't see it. I really don't see it for him. He's self-medicating and giving dirty urine to the probation office. He doesn't care. The kid just seems intent to live this life.,P,pllei-yDO8c_19
"So in a sense your mood, the sadness and frustration, is linked to this youth's statements and his philosophy. You're reacting to his belief that success is not an option as you would think of success.",T,pllei-yDO8c_20
Yes. To a certain degree I understand where he's coming from. I was raised with the understanding that being born black and male with a record means life is over. I'm having a difficult time trying to give this kid any glimpse of hope.,P,pllei-yDO8c_21
So it's hard for you to give hope when you can understand his situation and how the deck is stacked severely against him.,T,pllei-yDO8c_22
"Severely, yeah. A conviction in this country pretty much relegates you to a certain level of society in my opinion.",P,pllei-yDO8c_23
In terms of employment opportunities?,T,pllei-yDO8c_24
In terms of employment opportunities and things like that. It's just an absolute sense of hopelessness from this kid. He laughs about it and asks why I care so much. I'm starting not to care anymore.,P,pllei-yDO8c_25
"So you're starting to mirror that approach, the approach he's using.",T,pllei-yDO8c_26
Yes I am.,P,pllei-yDO8c_27
"So what's bothering you in all this is not only the circumstances, but also that you're losing hope for him and for others like him. Have you expressed that sentiment?",T,pllei-yDO8c_28
No I haven't. Because to do that I think gives the kid credibility. I don't want to increase his way of thinking or give him a license to be an asshole so to speak.,P,pllei-yDO8c_29
"You don't want to let on that his loss of hope is really something you kind of share. You understand that his lack of hope is grounded in a lot of reality. At the same time, do you believe there's hope at some level?",T,pllei-yDO8c_30
Absolutely. At my core I do believe there is hope at some level. I believe in resilience. But it's just hard to peel back so many different layers with this particular generation of kids. It really takes a lot out of you.,P,pllei-yDO8c_31
It's hard to get through.,T,pllei-yDO8c_32
Hard to penetrate that shell. I leave work some days saying I'm not coming back. I've had enough. It's depressing after a while.,P,pllei-yDO8c_33
"Let's go back to that automatic thought. When he says his life is essentially defined by narrow parameters like drug dealing, and you're thinking there may not be hope. That's the automatic thought you're having.",T,pllei-yDO8c_34
"Pretty much, yeah.",P,pllei-yDO8c_35
Your reaction to that is to not help them or to not say what you feel to them? What's going on?,T,pllei-yDO8c_36
I don't want to say what I feel because I think for them it's going to be a license to continue the behavior. So I just sit there and BS them because what I really want to say I don't think would be beneficial.,P,pllei-yDO8c_37
Partially because of the message but partially because of how they would interpret it. What is the message? Tell me what you would want to say to them.,T,pllei-yDO8c_38
"That what they've said is real. Broken homes and racism are real. But at the same time, someone else made it out. I came from the same scenario, so I'm no different. There has to be some quality to be tapped into to center us as we go along. I'm just not sure how it would be received.",P,pllei-yDO8c_39
So your concern seems to be that they would hear the first part but not really the second part. They would hear their concerns are legitimate but not hear that there is hope.,T,pllei-yDO8c_40
Exactly. I wouldn't want that. It would tarnish my reputation and probably hurt my employment here. So I bite my tongue.,P,pllei-yDO8c_41
Is there a way to deliver your message with realism and heart without including a piece that you feel like they could latch onto negatively?,T,pllei-yDO8c_42
Maybe if I switched it around and I put the last part first. Or maybe I don't tell them at all and just make reference to have them come to the same conclusion.,P,pllei-yDO8c_43
Give them the tools to figure it out for themselves.,T,pllei-yDO8c_44
"If what you're saying is true, then how did this person from the same neighborhood succeed? How do you explain that? I think that might be a better way of taking the sting out of it.",P,pllei-yDO8c_45
"If that's the new message, how likely do you think you'd be able to deliver that if somebody told you they wanted to continue in an unproductive lifestyle?",T,pllei-yDO8c_46
I think it would work. I think the problem for me is I gotta buy into it first. I've been inundated with so much negativity. Kids know right away if you're being authentic or not.,P,pllei-yDO8c_47
So you feel like you need to be more genuine in your acceptance of the message before you can effectively deliver it. This is really about you losing some hope.,T,pllei-yDO8c_48
"Yes, it is.",P,pllei-yDO8c_49
So what's your belief about their reality if you unfiltered your belief about their chances of success?,T,pllei-yDO8c_50
"They are very adaptable, but they are missing key life skills that keep them locked in. They are mentally incarcerated. It's frustrating because that message is reinforced by everyone around them. It's easier to think it's all society and there's no personal responsibility.",P,pllei-yDO8c_51
"So they've been exposed to a tough message all around them, but a part of you still appreciates their adaptability and survival skills.",T,pllei-yDO8c_52
"They remind me of soldiers, just numb to the pain. The hardest part is getting them to come out of that survival mode. I'm becoming hardened and realizing it's just a job.",P,pllei-yDO8c_53
Or exposure to that environment makes you disconnected from believing solutions are possible. How do they move out of survival mode? What's the next stage?,T,pllei-yDO8c_54
The next stage is growth. Accepting the reality and realizing it's not going to change unless I take responsibility. How do I move beyond this to the next stage of development?,P,pllei-yDO8c_55
"In a similar way, is the solution the same for you? Do you need to accept the reality of your work environment and who you're working with?",T,pllei-yDO8c_56
"Yeah, I think you're right Doc. The same solution applies to me. I probably need a dose of my own medicine in that regard.",P,pllei-yDO8c_57
"Hello there. Donald, isn't it? Yeah, yeah. How are you doing today?",T,sErapRr-Na0_1
"Yeah, I'm okay. You're looking very nervous. Yeah, I'm a bit nervous, yeah. Mary, I don't know if you know Mary, she's my line manager. She has been a few things going on really in the office and she said it would be a good idea to talk to you.",P,sErapRr-Na0_2
"Okay, see what you want to talk about what's going on in the office. Okay. So let me just tell you a bit about everything you say here will be confidential. There are limits, however. So if you tell me that you're going to harm somebody or seriously harm yourself, I'm going to have to do something. I'm going to have to tell somebody else. How does that kind of feel?",T,sErapRr-Na0_3
"Yeah, that's all right.",P,sErapRr-Na0_4
"Okay. And also as well I work to the BACP ethical framework. And all that is really, it's the British Association for Counselors and Psychotherapists, and they just have a set of guidelines that I need to kind of adhere to. And what that means in real terms is that I'm going to endeavor to work in your best interest and ensure that you're safe and where we're kind of working with what you want to work with. Yeah?",T,sErapRr-Na0_5
"Yeah, that's a relief.",P,sErapRr-Na0_6
"Is that okay? I can see that, yeah, it's really difficult for you. And as well today we've got about 15 minutes. Is that going to be okay? Yeah, that's all right. So do you want to tell me a little bit about what's going on?",T,sErapRr-Na0_7
"Yeah, it's one of my colleagues and it's confidential if I say the name, you won't...",P,sErapRr-Na0_8
"Absolutely, whatever you say here will not go anywhere else, apart from as I said before, if harm to self or harm to others, and that doesn't kind of include what you may say about somebody. Okay, so is that okay? Yeah, that's all right.",T,sErapRr-Na0_9
"Yeah, I feel really bad, but we're not getting on and I think part of it is, oh, I don't want to shop anybody, but it's Claudette. And sometimes she just doesn't pull her weight and sometimes she goes off and I'm left with an awful lot of stuff.",P,sErapRr-Na0_10
"So she doesn't do what's expected, she leaves it for you to do, is that what you feel?",T,sErapRr-Na0_11
"That's what I feel, yeah, that I'm being left with an awful lot of stuff to deal with. And I feel absolutely ridiculous because I think if it was someone else, I'd be able to let them know.",P,sErapRr-Na0_12
"So it's difficult you can't tell Claudette what you're feeling. Yeah, I find it really hard. Do you want to say a bit more about that?",T,sErapRr-Na0_13
"I suppose in the current climate, I'm a bit afraid and it's funny, you look a bit like her. Well, no, you don't look a bit like her actually. I don't know how to say it.",P,sErapRr-Na0_14
"So it feels as if Claudette's a Black woman within your organization and you're not getting on, she kind of leaves a lot for you to do, a sense that she's not fulfilling her obligation. And it's difficult for you to talk about, and I would imagine being with me, I'm assuming she's a Black woman, I'm a Black woman, so I'm assuming that it might be difficult for you to talk to me about this. I just want to assure you that once again, whatever you talk about stays within this room. The idea is that you can come here and bring whatever you need to bring. I imagine you're kind of thinking, oh, I might offend me. I want to tell you, I don't think you will offend me. I want to hear what you've got to say, what it's been like for you and that's going to be the kind of focus of the work in some way. And we'll look at the relationship between you and your colleague as well, but I want you to be able to be free to say whatever you feel you need to. How does that feel? Because I can imagine it must be difficult for you.",T,sErapRr-Na0_15
"I think it's the whole nub of the problem, because I think I'm afraid of offending her too. And not afraid of offending her by kind of reminding her what our responsibilities are and that you know, I've got a home life too. To be honest, I'm afraid that someone's going to call me a racist.",P,sErapRr-Na0_16
Someone's going to call you a racist.,T,sErapRr-Na0_17
"And I don't think I am, but I worry am I? I don't know, it's just really difficult.",P,sErapRr-Na0_18
"So again, there is a conflict with your colleague and you kind of fear if you kind of maybe talk about what's really inside of you, you're going to be perceived as a racist. And I'm wondering, do you think I'm going to perceive you like that?",T,sErapRr-Na0_19
"I wonder if maybe the minute I met you, I might have thought that you would, but no, I don't because you've been so clear about it's okay to recognize that you're Black and that this person might be Black and turns out she is, and that it's actually okay to talk about things like that.",P,sErapRr-Na0_20
"It really is okay. As I said earlier on, if and when you do offend me, I'm quite happy to have that discussion with you, but it doesn't feel as if what feels important is for you to have a space to talk about and be open about what you're kind of feeling without fear of, you know, anybody else hearing or anybody accusing you of being a racist.",T,sErapRr-Na0_21
"And I've talked to friends because it's kind of getting worse and worse and it's at the stage where friends are saying, what do you mean you can't go for a drink again or you can't go for a coffee again? You're working late again.",P,sErapRr-Na0_22
"So it's kind of really infringing on other relationships within your workplace and your kind of social life outside of the workplace. So it feels quite big. Yeah, I think it is actually. And in some ways, I don't know, maybe they don't help or maybe they're trying to do the best they can, but when I tell them about it, they kind of say, you want to be careful because you're going to be labeled a racist. So you kind of haven't found any other place where you can talk about it without people possibly thinking, oh, you may be a racist.",T,sErapRr-Na0_23
No.,P,sErapRr-Na0_24
"So again, I want to invite you to bring whatever you're feeling here. And how does that kind of feel? Because I can see our obvious difference, but again, does that feel like something that you could do here?",T,sErapRr-Na0_25
"It feels really good actually. And it feels particularly good talking to a Black woman about it. So tell me about your work, your relationship with Claudette. Well, we work alongside each other. We've known each other for several years. But just, I don't know, maybe it's over the last six months or so, it started off with, oh, could you do me a favor? And now it's she saying to me, could I do her a favor and do something that really either we should do together or that is her responsibility and not mine. And yeah, you know, you give somebody a dig out, but that's fair enough. But it's kind of she doesn't even ask anymore.",P,sErapRr-Na0_26
"So there's just an assumption that you will do these things. That I'm going to be there and that I won't get up and leave until you know, whatever the job is that we're doing at the moment is done. And I can see that's quite, yeah, it's really, really difficult.",T,sErapRr-Na0_27
"It is, it's really hard. It's really hard. And I suppose I should just get up and go when I've done my work, but I don't know why I don't want to.",P,sErapRr-Na0_28
Tell me a bit about why you don't. Maybe it's fear of reprisal.,T,sErapRr-Na0_29
So something may happen if you do what you feel you need to. Yeah. And it feels like a great sense of something awful may happen.,T,sErapRr-Na0_30
"Yeah, that I'll be blamed. Right. That I'll be blamed. And a fear that I might have to point the finger because actually she and I got on really well to begin with.",P,sErapRr-Na0_31
"And I suppose I wonder what stops you from talking to Claudette? You've talked about you don't want to be perceived as a racist, but it feels as if there has been a relationship between the two of you.",T,sErapRr-Na0_32
"Yeah, though very much a work relationship. Right. I mean, we don't really socialize together or anything like that, so it's very much a kind of a work relationship.",P,sErapRr-Na0_33
"And the conflict is within the work relationship. Yeah, yeah. But it's just so, so I don't know, like I say, if it was someone else I think and I think in the past I have, but just the difficulty with Claudette. I'm wondering, what would you want to say to Claudette?",T,sErapRr-Na0_34
"I think I'd want to let her know that it's not fair, that I feel really put upon, that you know, it's a shared responsibility and I feel that it's all been put on me. And I wouldn't want to say it's all your fault, but just find some way of letting her know that I'm just not happy with the situation.",P,sErapRr-Na0_35
"Well, what you've just said to me sounds perfectly reasonable. But there's also this kind of backdrop of, oh, I might be accused of being a racist. And in terms of what you've just kind of expressed, does it still feel difficult maybe to go back and have that type of conversation with Claudette?",T,sErapRr-Na0_36
I think it feels easier right now when I'm talking to you about it.,P,sErapRr-Na0_37
"And of course I don't work in your building, you haven't got to see me every day, yeah, I can appreciate that. But I'm not sure if it will be easier 10 minutes after I leave here. I mean, maybe it will, but... and don't get me wrong, I wasn't suggesting, I was just kind of looking at maybe ways in which you could kind of broach it, we've only kind of just met each other. But I imagine that what we could kind of look at, if you know, you want to kind of continue, is how we might work through this situation and how you might find a place where you can talk about exactly what you feel without causing offense. It doesn't feel as if you would, but I can appreciate that that's kind of at the back of your mind. Is that something that you'd feel that you'd want to kind of pursue?",T,sErapRr-Na0_38
"Yeah, absolutely, absolutely.",P,sErapRr-Na0_39
"And we could certainly offer you the time and the sessions here. And just to kind of say as well, you know, I'm not a qualified counselor, I've done a counseling skills course. I'm well equipped to listen to, you know, what it's been like for you. I'm well equipped to, you know, almost work alongside you in finding a solution to what's kind of going on. I wonder how that kind of feels.",T,sErapRr-Na0_40
It feels really good. It feels really good. Because I'm thinking it's not the first time I've been here.,P,sErapRr-Na0_41
In terms of how you're feeling?,T,sErapRr-Na0_42
"In terms of I know I said earlier that I think if it was somebody else and sometimes I have been able to talk through things, but I think I do take an awful lot on and I think some of that might be me.",P,sErapRr-Na0_43
"Okay, so you want to look at kind of what your role is in within your relationship and what your role is within, you know, the workplace as it were, because you're saying that sometimes you may take things on. And that's something else that we could probably explore in our time together, if you were to kind of take up the option. How does that kind of feel for you?",T,sErapRr-Na0_44
"Yeah, it feels really good. It feels really good.",P,sErapRr-Na0_45
"We've got a couple of minutes left, but I kind of wonder because it does feel quite big, I wonder how it feels to have talked about it with me as well today.",T,sErapRr-Na0_46
Lovely actually. It kind of feels like even in a few minutes I've made some sort of start. And you're a Black woman and you didn't accuse me of being a racist.,P,sErapRr-Na0_47
"Not at all, that's not how I've experienced you today. And I don't know what your experiences at work, but we could actually even have a look at that because it may not be that. And then again, it may, but we will have the time and the energy to kind of look at that. And hopefully you'll be clearer in the coming weeks. How does that feel?",T,sErapRr-Na0_48
"Feels really good because I think already I'm thinking a part of it is that, but actually maybe not the bigger part of it, maybe that's convenient.",P,sErapRr-Na0_49
"And I really do want, I want to stress, I want you to be able to bring that here if you feel that that is part of the issue. I won't shirk away from, you know, you exploring your relationship with somebody that is a bit different from you. I really am able to hear that. Yeah? And if we do, then it feels as if we're working with the whole picture rather than ignoring that piece, yeah?",T,sErapRr-Na0_50
"Yeah, yeah. And I think maybe that's something that I'd find really useful is to look at the whole picture. Because yeah, if I do need to have a conversation, for me to understand the whole picture might make that conversation...",P,sErapRr-Na0_51
"Absolutely, it's about, you know, maybe we can look at it from a new perspective as it were, or different perspectives, because you have a perspective on it, there might be other angles from which we could view it. Does that feel kind of okay?",T,sErapRr-Na0_52
"Yeah, that could be really useful, really useful.",P,sErapRr-Na0_53
"Well, we've come to the end of our session now. Okay. It was a pleasure to talk to you and I just want to kind of say thank you for being so open. I want to appreciate that it must have been very, very difficult for you.",T,sErapRr-Na0_54
"It's feeling a lot less difficult now, it really is. Good, good. So maybe I can get back to work.",P,sErapRr-Na0_55
"Absolutely, absolutely and I suppose in the knowledge that you know you've got somewhere you can take some of what you're feeling. Yeah? So I could keep talking it through with you, could I? Absolutely, we've got six sessions ahead if you want to kind of take that, then we can use those six sessions towards the end. We could look at what happens next, how far you are within the process, you know, whether or not you've got what you want or whatever you need. Yeah? Does that feel like something that's going to fit in with what you need?",T,sErapRr-Na0_56
"Absolutely. I think just being able to talk it through with somebody who's not going to say, oh you need to be so careful, or you need to be whatever. And they probably mean well, but just to be able to talk it through to somebody who's going to be open with it.",P,sErapRr-Na0_57
"Yes, yes, and you don't need to be careful here. Okay. You don't need to be careful at all, say what's on your mind. Great, yeah, that sounds good. Well it's been great talking to you today, yeah? Thanks. And yeah, if you want to continue, it's kind of Thursday afternoon, early evening, round about 3:00, is that okay for you in terms of time?",T,sErapRr-Na0_58
"That's good, I'll just have to check with Mary that that would be okay.",P,sErapRr-Na0_59
"But yeah, and I'm happy, yeah, and I'm happy to kind of negotiate if you need to, time and date. Yeah? Right. Okay, well thanks a million. And thank you, I really want to appreciate what you've shared with me today. Thank you.",T,sErapRr-Na0_60
"Hi Neda, welcome.",T,E9mZ3915tdU_1
"Hi, how are you?",P,E9mZ3915tdU_2
Good. I've been looking forward to meeting you. Did you find the place okay?,T,E9mZ3915tdU_3
"Yes, I did. I'm not very familiar with this area, but I did find it.",P,E9mZ3915tdU_4
"That's good. I was wondering if you got a chance to read and sign the paperwork, the contract given in reception.",T,E9mZ3915tdU_5
"Yes, I did.",P,E9mZ3915tdU_6
"Excellent. I want to go through confidentiality to ensure you understand. This is a safe space to talk about concerns. Everything is confidential, except if you're at risk of harm to yourself or others, if notes are subpoenaed, or if I discuss cases with my supervisor. Is that okay?",T,E9mZ3915tdU_7
"No, that makes sense.",P,E9mZ3915tdU_8
"If I have to breach confidentiality, I'll discuss it with you first.",T,E9mZ3915tdU_9
Okay.,P,E9mZ3915tdU_10
"We have weekly sessions. They're free for the first six under Medicare, then $70 each. Is that okay?",T,E9mZ3915tdU_11
"Yep, that's fine.",P,E9mZ3915tdU_12
"You can cancel anytime, but we require 24 hours' notice. Have you been to counseling before?",T,E9mZ3915tdU_13
"No, this is my first time. I'm a little nervous and not sure what to expect.",P,E9mZ3915tdU_14
It's normal to feel nervous. We'll work together collaboratively toward your goals. Was there anything else in the contract you needed clarified?,T,E9mZ3915tdU_15
"Yes, there's a bit about referrals that I wasn't quite sure about.",P,E9mZ3915tdU_16
Referrals occur if we feel you need support from external or specialist services. We'd discuss it and get your consent first. They can happen at any stage.,T,E9mZ3915tdU_17
Yeah.,P,E9mZ3915tdU_18
Is there anything else regarding expectations from me or yourself?,T,E9mZ3915tdU_19
I just understand that I tell you my problems and you'll help me fix them. That's what I'm hoping for.,P,E9mZ3915tdU_20
"We don't have a magic wand, but we'll work together to find options and solutions. So, what brought you to counseling?",T,E9mZ3915tdU_21
"I've been in a relationship for six months and want to get married, but he's not on the same page. My mother is also very unwell, and my boss is putting a lot of pressure on me. I'm having trouble juggling everything.",P,E9mZ3915tdU_22
It sounds like all of these things combined are making you feel quite overwhelmed.,T,E9mZ3915tdU_23
"Very. Coming home to deal with my mother and relationship, then going to work, makes me really upset.",P,E9mZ3915tdU_24
How long have you been dealing with these issues?,T,E9mZ3915tdU_25
"It's ramped up in the last three months, though the relationship is six months old. It's starting to get worse.",P,E9mZ3915tdU_26
How have you been coping with these pressures?,T,E9mZ3915tdU_27
Not very well. I take it day by day. This is my first time in counseling and I don't have anyone else to turn to.,P,E9mZ3915tdU_28
"We're here to support you. Between the relationship concerns, your sick mother, and work pressure, which would you say is the biggest concern to prioritize?",T,E9mZ3915tdU_29
Dealing with my mother and relationship are equal because she's pressuring me to get married while she's unwell. That's the number one thing.,P,E9mZ3915tdU_30
"By 'dealing with that concern,' do you mean the relationship with your mother or your partner?",T,E9mZ3915tdU_31
"Probably my partner first, because I'm putting pressure on him due to what's happening with my mother.",P,E9mZ3915tdU_32
"We can focus on that first, then address the other areas. We have a few minutes left; any other questions?",T,E9mZ3915tdU_33
What happens if I need more than the six free sessions? Money is a factor.,P,E9mZ3915tdU_34
"After six sessions, it's $70 each. You can continue as long as needed, and we'll work out the best timeframe together.",T,E9mZ3915tdU_35
Okay.,P,E9mZ3915tdU_36
"If there are no other questions, we can book a time for next week.",T,E9mZ3915tdU_37
Definitely. Do I speak to reception?,P,E9mZ3915tdU_38
I'll come out with you to sort that out. It was lovely meeting you and thank you for opening up. We'll focus on the topic of you and your partner next time.,T,E9mZ3915tdU_39
"Okay, thank you very much.",P,E9mZ3915tdU_40
"Mrs. Hurd, nice to meet you. Please take a seat.",T,qbamiDqWjjg_1
"Hi Dr. Young, nice to see you again.",P,qbamiDqWjjg_2
How are you doing?,T,qbamiDqWjjg_3
"Yeah, well thanks.",P,qbamiDqWjjg_4
I understand that you wanted to have a bit of a chat about vaccinations for Billy?,T,qbamiDqWjjg_5
"I just came in for a baby check, so I know you guys always go in about vaccines at the eight-week mark, so I guess we have to talk about it today.",P,qbamiDqWjjg_6
