ID,reference,prediction,NJ,WE,RA,AL,RF,SA,AVG
XH2tF8oB3cw_35,So it wasn't what you expected.,So it wasn't what you expected.,1,1,1,1,1,2,1.1666666666666667
XH2tF8oB3cw_37,So how long ago was that?,So how long ago was that?,1,0,0,1,0,2,0.6666666666666666
XH2tF8oB3cw_39,"Okay, so it was quite recent. So on that particular day, what were the thoughts that you had in your head when you were in that situation?","Okay, so it was quite recent. So on that particular day, what were the thoughts that you had in your head when you were in that situation?",1,1,1,1,0,2,1.0
XH2tF8oB3cw_41,I can tell you're getting kind of anxious even just thinking of about that day. Okay so you're describing quite a lot there to me. So you're saying that you you kind of got hot and sweaty. You said that you held the camera. What was do you mean you were kind of trying to hide behind it or what was that?,I can tell you're getting kind of anxious even just thinking of about that day. Okay so you're describing quite a lot there to me. So you're saying that you you kind of got hot and sweaty. You said that you held the camera. What was do you mean you were kind of trying to hide behind it or what was that?,1,1,1,1,1,2,1.1666666666666667
XH2tF8oB3cw_43,So you're holding the camera very tightly. And why was that why was that helpful?,So you're holding the camera very tightly. And why was that why was that helpful?,1,1,1,1,0,2,1.0
XH2tF8oB3cw_45,"Okay, so, okay, so it sounds like you had a lot of thoughts going through your head. You said that you're worried that everyone's looking at you. What other thoughts were there that were in your mind?","Okay, so, okay, so it sounds like you had a lot of thoughts going through your head. You said that you're worried that everyone's looking at you. What other thoughts were there that were in your mind?",-1,0,-2,1,0,2,0.0
XH2tF8oB3cw_47,That they could tell or like they could see that there was...,That they could tell or like they could see that there was...,1,1,1,1,1,2,1.1666666666666667
XH2tF8oB3cw_49,"So I mean, you've already described it to me a little bit, but if you think about how you looked that day, how how do you say how do you think you looked?","So I mean, you've already described it to me a little bit, but if you think about how you looked that day, how how do you say how do you think you looked?",1,1,1,1,0,2,1.0
XH2tF8oB3cw_51,"Okay, and what did you do about how did you try and conceal that or hide that?","Okay, and what did you do about how did you try and conceal that or hide that?",1,1,1,1,0,2,1.0
XH2tF8oB3cw_53,So you avoided looking at people and it sounds like you wore black as well in kind of preparation anyway.,So you avoided looking at people and it sounds like you wore black as well in kind of preparation anyway.,1,1,1,1,1,2,1.1666666666666667
XH2tF8oB3cw_55,Okay. And how did it end?,Okay. And how did it end?,1,0,1,1,0,2,0.8333333333333334
XH2tF8oB3cw_57,Okay.,Okay.,-1,0,-2,0,0,1,-0.3333333333333333
ZSDJymlMOxg_1,Hi Rebecca. How are you doing today? What's been going on?,Hi Rebecca. How are you doing today? What's been going on?,1,1,1,1,0,2,1.0
ZSDJymlMOxg_3,A car accident?,A car accident?,-1,-1,-2,0,0,1,-0.5
ZSDJymlMOxg_5,What happened?,What happened?,0,0,-2,0,0,2,0.0
ZSDJymlMOxg_7,Oh. You okay?,Oh. You okay?,-1,-1,-2,0,0,1,-0.5
ZSDJymlMOxg_9,So physically you're okay. Were you checked out by your physician?,So physically you're okay. Were you checked out by your physician?,-1,-1,-2,0,0,1,-0.5
ZSDJymlMOxg_11,All right. How about emotionally?,All right. How about emotionally?,1,0,-2,1,0,2,0.3333333333333333
ZSDJymlMOxg_13,What was the thought that came into your mind?,What was the thought that came into your mind?,1,0,0,1,0,2,0.6666666666666666
ZSDJymlMOxg_15,"So it was really all about the car, not anything else about the trip?","So it was really all about the car, not anything else about the trip?",1,1,1,1,0,2,1.0
ZSDJymlMOxg_17,And you felt you were going to get hurt?,And you felt you were going to get hurt?,1,1,1,1,0,2,1.0
ZSDJymlMOxg_20,Much more nervous than usual?,Much more nervous than usual?,1,1,1,1,0,2,1.0
ZSDJymlMOxg_22,How did you feel about driving cars prior to this accident?,How did you feel about driving cars prior to this accident?,-1,0,-2,0,0,2,-0.16666666666666666
ZSDJymlMOxg_24,So you're taking every opportunity to avoid driving.,So you're taking every opportunity to avoid driving.,-1,-1,-2,-1,-1,1,-0.8333333333333334
ZSDJymlMOxg_26,What do you tell yourself to motivate yourself to get into the car?,What do you tell yourself to motivate yourself to get into the car?,-1,-1,-2,-1,-1,1,-0.8333333333333334
ZSDJymlMOxg_28,"This is disturbing and painful for you. Prior to this accident, how many car accidents have you been in?","This is disturbing and painful for you. Prior to this accident, how many car accidents have you been in?",1,0,0,1,0,2,0.6666666666666666
ZSDJymlMOxg_30,The other one didn't bother you as much? Why do you think this one triggered this nervousness?,The other one didn't bother you as much? Why do you think this one triggered this nervousness?,-1,-1,-2,-1,-1,1,-0.8333333333333334
ZSDJymlMOxg_32,Did the driver that hit you tell you what happened?,Did the driver that hit you tell you what happened?,0,0,-2,1,0,2,0.16666666666666666
ZSDJymlMOxg_34,So you're worried about getting hit and hurt every time you get into the car now.,So you're worried about getting hit and hurt every time you get into the car now.,-1,-1,-2,-1,-1,1,-0.8333333333333334
ZSDJymlMOxg_36,"Driving always carries risk, but there are things you can do to minimize that risk.","Driving always carries risk, but there are things you can do to minimize that risk.",-1,-1,-2,-1,-1,1,-0.8333333333333334
ZSDJymlMOxg_38,What about driving habits you can use to stay safer?,What about driving habits you can use to stay safer?,-1,-1,-2,-1,-1,1,-0.8333333333333334
ZSDJymlMOxg_40,Following traffic laws and being aware of your environment can reduce the risk of an accident.,Following traffic laws and being aware of your environment can reduce the risk of an accident.,-1,-1,-2,-1,-1,1,-0.8333333333333334
ZSDJymlMOxg_41,"Ultimately, you need to be safe but recognize that you can't eliminate all risk.","Ultimately, you need to be safe but recognize that you can't eliminate all risk.",-1,0,-2,1,0,2,0.0
ZSDJymlMOxg_42,What are some adaptive responses you can tell yourself when those automatic thoughts come up?,What are some adaptive responses you can tell yourself when those automatic thoughts come up?,0,0,-2,1,0,2,0.16666666666666666
ZSDJymlMOxg_44,"It's hard when the thoughts are strong, but remember you've had many safe trips in your life.","It's hard when the thoughts are strong, but remember you've had many safe trips in your life.",-1,0,-2,0,0,2,-0.16666666666666666
ZSDJymlMOxg_45,"Statistically, accidents are low-probability events compared to all the times you've driven.","Statistically, accidents are low-probability events compared to all the times you've driven.",1,1,1,1,0,2,1.0
ZSDJymlMOxg_47,"You can reduce the risk by being careful, but you also have to accept that the risk exists.","You can reduce the risk by being careful, but you also have to accept that the risk exists.",1,0,1,1,0,2,0.8333333333333334
ZSDJymlMOxg_48,Do you feel like you can apply those adaptive responses when those automatic thoughts come in?,Do you feel like you can apply those adaptive responses when those automatic thoughts come in?,0,0,-2,1,0,2,0.16666666666666666
ZSDJymlMOxg_50,I'd like to give you some homework. We'll use a 'thought record' to track your automatic thoughts.,I'd like to give you some homework. We'll use a 'thought record' to track your automatic thoughts.,-1,-1,-2,0,0,1,-0.5
ZSDJymlMOxg_51,"Record the thoughts, the adaptive responses you apply, and how you feel afterward.","Record the thoughts, the adaptive responses you apply, and how you feel afterward.",-1,-1,-2,0,0,1,-0.5
ZSDJymlMOxg_52,We'll use this to measure your progress. Can you complete two thought records before our next session?,We'll use this to measure your progress. Can you complete two thought records before our next session?,-1,0,-2,0,0,1,-0.3333333333333333
ZSDJymlMOxg_54,"Great. Let's meet again in a week and review them. Thanks, Rebecca.","Great. Let's meet again in a week and review them. Thanks, Rebecca.",0,0,-2,0,0,2,0.0
_pkXuC7vsl0_1,"Hi Michelle, how are you doing today?","Hi Michelle, how are you doing today?",0,0,-2,0,0,2,0.0
_pkXuC7vsl0_3,Stressed?,Stressed?,1,1,1,1,1,2,1.1666666666666667
_pkXuC7vsl0_5,"Right, a job you've been interested in for a while and have been talking about.","Right, a job you've been interested in for a while and have been talking about.",1,1,1,1,0,2,1.0
_pkXuC7vsl0_7,So you know the material on this test pretty well?,So you know the material on this test pretty well?,1,0,-2,1,0,2,0.3333333333333333
_pkXuC7vsl0_9,But the feelings and physiological response got in the way of you completing it?,But the feelings and physiological response got in the way of you completing it?,1,0,-2,1,0,2,0.3333333333333333
_pkXuC7vsl0_11,All right. So you weren't feeling great about taking the test in the first place?,All right. So you weren't feeling great about taking the test in the first place?,1,1,1,1,0,2,1.0
_pkXuC7vsl0_13,But did you know that was coming? You had some anxiety in advance?,But did you know that was coming? You had some anxiety in advance?,1,1,1,1,0,2,1.0
_pkXuC7vsl0_15,What do you think is leading to this?,What do you think is leading to this?,-1,-1,-2,0,-1,1,-0.6666666666666666
_pkXuC7vsl0_17,"And since that bad experience in third grade, have you had trouble with tests since?","And since that bad experience in third grade, have you had trouble with tests since?",1,0,0,1,0,2,0.6666666666666666
_pkXuC7vsl0_19,"So you've been able to adapt and pass them, but you're never thrilled about it?","So you've been able to adapt and pass them, but you're never thrilled about it?",1,1,1,1,1,2,1.1666666666666667
_pkXuC7vsl0_21,"That's good. But with this work test, it's more of a stumbling block.","That's good. But with this work test, it's more of a stumbling block.",1,1,1,1,0,2,1.0
_pkXuC7vsl0_23,Any ideas what's making this test such a point of anxiety for you?,Any ideas what's making this test such a point of anxiety for you?,1,1,1,1,0,2,1.0
_pkXuC7vsl0_25,So it's really that same feeling from third grade coming up now?,So it's really that same feeling from third grade coming up now?,-1,-1,-2,1,0,1,-0.3333333333333333
_pkXuC7vsl0_27,And other tests in school didn't have that same value attached?,And other tests in school didn't have that same value attached?,1,0,0,1,0,2,0.6666666666666666
_pkXuC7vsl0_29,You could retake them or take another test to raise the grade?,You could retake them or take another test to raise the grade?,1,0,0,1,0,2,0.6666666666666666
_pkXuC7vsl0_30,So you maybe had more options and safety nets in school.,So you maybe had more options and safety nets in school.,-1,-1,-2,-1,-1,1,-0.8333333333333334
_pkXuC7vsl0_32,Right. It's the pressure of needing to get through this without those safety nets.,Right. It's the pressure of needing to get through this without those safety nets.,1,1,1,1,1,2,1.1666666666666667
_pkXuC7vsl0_34,"All right, that is a lot of pressure. Is there a time limit on this test?","All right, that is a lot of pressure. Is there a time limit on this test?",1,1,1,1,0,2,1.0
_pkXuC7vsl0_36,It's multiple choice and you're well prepared. Let's think about cognitive therapy and core beliefs.,It's multiple choice and you're well prepared. Let's think about cognitive therapy and core beliefs.,-1,-1,-2,0,0,1,-0.5
_pkXuC7vsl0_38,What core belief might be operating for you now?,What core belief might be operating for you now?,1,0,-2,1,0,2,0.3333333333333333
_pkXuC7vsl0_40,Something like 'I'm destined to be a failure'?,Something like 'I'm destined to be a failure'?,1,1,1,1,0,2,1.0
_pkXuC7vsl0_42,So that potentially is the core belief and automatic thought as you take the test.,So that potentially is the core belief and automatic thought as you take the test.,1,0,-2,1,0,2,0.3333333333333333
_pkXuC7vsl0_44,It sounds like a panic response. Are you alone in the room when you take it?,It sounds like a panic response. Are you alone in the room when you take it?,1,0,0,1,0,2,0.6666666666666666
_pkXuC7vsl0_46,So no one sees you have these panic-like symptoms. Have you had these before?,So no one sees you have these panic-like symptoms. Have you had these before?,1,1,1,1,0,2,1.0
_pkXuC7vsl0_48,What happens once you get worked up?,What happens once you get worked up?,1,0,1,1,0,2,0.8333333333333334
_pkXuC7vsl0_50,"One possible strategy is an adaptive response like 'I can ride this out.' Panic only lasts so long, and you have no time limit.","One possible strategy is an adaptive response like 'I can ride this out.' Panic only lasts so long, and you have no time limit.",-1,-1,-2,-1,-1,1,-0.8333333333333334
_pkXuC7vsl0_53,To get some minor victories and feel closer to your goal.,To get some minor victories and feel closer to your goal.,-1,-1,-2,-1,-1,1,-0.8333333333333334
_pkXuC7vsl0_55,Exactly. Correctly answering items will make you feel more calm.,Exactly. Correctly answering items will make you feel more calm.,-1,-1,-2,-1,-1,1,-0.8333333333333334
_pkXuC7vsl0_57,You can wait out the panic in the room alone. Tell yourself it's unpleasant but temporary.,You can wait out the panic in the room alone. Tell yourself it's unpleasant but temporary.,-1,0,-2,1,0,2,0.0
_pkXuC7vsl0_59,Exactly. Panic symptoms usually only last 10-15 minutes.,Exactly. Panic symptoms usually only last 10-15 minutes.,1,1,1,1,0,2,1.0
_pkXuC7vsl0_61,Yes. Focus on the easy items while telling yourself you can ride this out.,Yes. Focus on the easy items while telling yourself you can ride this out.,1,1,1,1,0,2,1.0
_pkXuC7vsl0_63,So that's worked for you?,So that's worked for you?,1,1,1,1,0,2,1.0
_pkXuC7vsl0_65,Another adaptive response is knowing you can retake the test in a year. It's not the end of your career.,Another adaptive response is knowing you can retake the test in a year. It's not the end of your career.,-1,0,-2,0,0,1,-0.3333333333333333
_pkXuC7vsl0_67,"Exactly. You'd just have another year to study. It's important, but not catastrophic.","Exactly. You'd just have another year to study. It's important, but not catastrophic.",-1,0,-2,0,0,2,-0.16666666666666666
_pkXuC7vsl0_69,That's another adaptive response is 'I've survived this before.',That's another adaptive response is 'I've survived this before.',1,1,1,1,1,2,1.1666666666666667
_pkXuC7vsl0_71,"Don't let this one event fashion your destiny. Fortunately, your employer is giving you a second chance.","Don't let this one event fashion your destiny. Fortunately, your employer is giving you a second chance.",-1,0,-2,0,0,1,-0.3333333333333333
_pkXuC7vsl0_72,You can ride out the symptoms and remember you've been successful before.,You can ride out the symptoms and remember you've been successful before.,1,0,-2,1,0,2,0.3333333333333333
_pkXuC7vsl0_74,When is the test?,When is the test?,0,0,-2,0,0,2,0.0
_pkXuC7vsl0_76,Let's schedule an appointment before that to review these strategies and focus on a positive outcome.,Let's schedule an appointment before that to review these strategies and focus on a positive outcome.,-1,-1,-2,-1,0,1,-0.6666666666666666
_pkXuC7vsl0_78,"I'll see you then, Michelle. I appreciate you coming in today.","I'll see you then, Michelle. I appreciate you coming in today.",-1,-1,-2,-1,-1,1,-0.8333333333333334
cTIDnMLr0gk_1,So thank you David for telling me your story. As you noticed that crisis got more intense and then it came back down. And one of the things I like to do is identify some of the warning signs or triggers of that crisis. And so I want to record this on your safety plan so that you know when to use the safety plan. So what were some of the warning signs that you had?,So thank you David for telling me your story. As you noticed that crisis got more intense and then it came back down. And one of the things I like to do is identify some of the warning signs or triggers of that crisis. And so I want to record this on your safety plan so that you know when to use the safety plan. So what were some of the warning signs that you had?,-1,-1,-2,-1,-1,1,-0.8333333333333334
cTIDnMLr0gk_3,"Yeah, that's a good summary. So let's list down specifically what they were. What do I put on the first line here?","Yeah, that's a good summary. So let's list down specifically what they were. What do I put on the first line here?",0,0,-2,0,0,2,0.0
cTIDnMLr0gk_5,Great. So you had those feelings. What else?,Great. So you had those feelings. What else?,1,1,1,1,1,2,1.1666666666666667
cTIDnMLr0gk_7,So I can't tell my parents. And what else?,So I can't tell my parents. And what else?,-1,-1,-2,0,-1,1,-0.6666666666666666
cTIDnMLr0gk_9,"Feeling like a failure. Okay. So whenever you have any of these warning signs, you'll know to look at your safety plan. That's a cue to you to use it. So the first thing I want to talk about is when you go to that dark place, you're feeling overwhelmed, anxious, ashamed, having these other thoughts and maybe feeling like giving up. That's when you use some strategies to help you get through the crisis or keep it from escalating. So I'd like you to think about some things, see if we can brainstorm some ways that you can identify some strategies that's going to take your mind off your problems, kind of get away from that crisis for even a little while. What have you done in the past that's helped you deal with a crisis like this?","Feeling like a failure. Okay. So whenever you have any of these warning signs, you'll know to look at your safety plan. That's a cue to you to use it. So the first thing I want to talk about is when you go to that dark place, you're feeling overwhelmed, anxious, ashamed, having these other thoughts and maybe feeling like giving up. That's when you use some strategies to help you get through the crisis or keep it from escalating. So I'd like you to think about some things, see if we can brainstorm some ways that you can identify some strategies that's going to take your mind off your problems, kind of get away from that crisis for even a little while. What have you done in the past that's helped you deal with a crisis like this?",1,0,-2,1,0,2,0.3333333333333333
cTIDnMLr0gk_11,Okay. So singing top 40. Sounds good. So what other strategies could you use to take your mind off your problems?,Okay. So singing top 40. Sounds good. So what other strategies could you use to take your mind off your problems?,1,1,1,1,0,2,1.0
cTIDnMLr0gk_13,"So cooking stir-fry. Sounds like a good strategy. And you have a kitchen that you can cook in? Yeah, okay. So what other strategies could you use to distract yourself from the crisis, you think?","So cooking stir-fry. Sounds like a good strategy. And you have a kitchen that you can cook in? Yeah, okay. So what other strategies could you use to distract yourself from the crisis, you think?",-1,-1,-2,-1,-1,-1,-1.1666666666666667
cTIDnMLr0gk_15,"And is that something that you could do at any point or is available? That sounds very good. So let's put down pottery. Now you have singing, cooking, and pottery. If none of those strategies are helpful for you getting outside yourself and feeling better, then go to the next step, which is to socialize with people or go to places where there are people who are actually very good distractors. So is there somebody in your life that you can go to who's available that you like to hang out with?","And is that something that you could do at any point or is available? That sounds very good. So let's put down pottery. Now you have singing, cooking, and pottery. If none of those strategies are helpful for you getting outside yourself and feeling better, then go to the next step, which is to socialize with people or go to places where there are people who are actually very good distractors. So is there somebody in your life that you can go to who's available that you like to hang out with?",1,1,-2,1,0,2,0.5
cTIDnMLr0gk_17,"Okay, let's put down Charlie. And I guess he lives with you, so you know how to get in touch with him and you have his phone number.","Okay, let's put down Charlie. And I guess he lives with you, so you know how to get in touch with him and you have his phone number.",-1,-1,-2,-1,-1,1,-0.8333333333333334
cTIDnMLr0gk_18,"So the next step on your safety plan is learning to make the environment safe. And I have to ask you this question, and I ask this of everybody I do safety plans with. Do you have access to a firearm?","So the next step on your safety plan is learning to make the environment safe. And I have to ask you this question, and I ask this of everybody I do safety plans with. Do you have access to a firearm?",-1,-1,-2,-1,-1,1,-0.8333333333333334
cTIDnMLr0gk_20,"No, okay, that's good to hear. I know you've taken medicine in the past and had an overdose several years ago, and I don't want anything like that to happen again. So I want to make sure the medication you're taking is secure, or that it's safe for you. What do you think we can do about that?","No, okay, that's good to hear. I know you've taken medicine in the past and had an overdose several years ago, and I don't want anything like that to happen again. So I want to make sure the medication you're taking is secure, or that it's safe for you. What do you think we can do about that?",-1,0,-2,0,0,1,-0.3333333333333333
cTIDnMLr0gk_22,"Okay, that sounds good. Somebody to dispense the medication. Who do you think could do that?","Okay, that sounds good. Somebody to dispense the medication. Who do you think could do that?",-1,-1,-2,0,0,1,-0.5
cTIDnMLr0gk_24,Does he know you're taking medication? Yeah. So I'll write down give the medication to Charlie. So the next step on the safety plan is coming up with reasons for living. This is important so that it gives you a sense of hope and meaning in your life and something to go to when you're feeling in crisis. So can we come up with some reasons for living?,Does he know you're taking medication? Yeah. So I'll write down give the medication to Charlie. So the next step on the safety plan is coming up with reasons for living. This is important so that it gives you a sense of hope and meaning in your life and something to go to when you're feeling in crisis. So can we come up with some reasons for living?,-1,-1,-2,0,0,1,-0.5
cTIDnMLr0gk_26,"Okay, anybody in particular that...","Okay, anybody in particular that...",1,1,1,1,0,2,1.0
cTIDnMLr0gk_28,"Okay, your sister. Anybody or anything else that gives you meaning in your life?","Okay, your sister. Anybody or anything else that gives you meaning in your life?",1,1,1,1,1,2,1.1666666666666667
cTIDnMLr0gk_30,"Vanessa. Okay, and how will you remember both your sister and Vanessa? How would you remind you of a reason for living?","Vanessa. Okay, and how will you remember both your sister and Vanessa? How would you remind you of a reason for living?",1,1,1,1,0,2,1.0
cTIDnMLr0gk_32,"So David, what other reasons do you have for living?","So David, what other reasons do you have for living?",1,0,-2,1,0,2,0.3333333333333333
cTIDnMLr0gk_34,Taking a trip to China. That sounds like fun. Other reasons for living?,Taking a trip to China. That sounds like fun. Other reasons for living?,1,1,1,1,0,2,1.0
cTIDnMLr0gk_36,I'll put singing and then I'll put joy.,I'll put singing and then I'll put joy.,-1,-1,-2,-1,-1,1,-0.8333333333333334
cwmf4PSMqLE_1,"Hi Sam, how are you doing today?","Hi Sam, how are you doing today?",0,0,-2,0,0,2,0.0
cwmf4PSMqLE_3,"I'm doing well, thanks for asking. So you're here at the agency today to seek counseling services?","I'm doing well, thanks for asking. So you're here at the agency today to seek counseling services?",-1,-1,-2,0,0,1,-0.5
cwmf4PSMqLE_5,Your boss sent you over? What reason do you think your boss had for doing that?,Your boss sent you over? What reason do you think your boss had for doing that?,1,1,1,1,0,2,1.0
cwmf4PSMqLE_7,She wanted you to come over and talk about your relationship with your coworkers?,She wanted you to come over and talk about your relationship with your coworkers?,1,1,0,1,0,2,0.8333333333333334
cwmf4PSMqLE_9,"Okay, and what do you mean by higher? Like your ideas are higher?","Okay, and what do you mean by higher? Like your ideas are higher?",1,1,1,1,0,2,1.0
cwmf4PSMqLE_11,"Okay, so they were unable to reach your level of expression for a project you're working on?","Okay, so they were unable to reach your level of expression for a project you're working on?",1,1,1,1,0,2,1.0
cwmf4PSMqLE_13,Do you think counseling will be helpful?,Do you think counseling will be helpful?,1,0,-2,1,0,2,0.3333333333333333
cwmf4PSMqLE_15,Again you say at their level. Are you meaning that they're below you with skills?,Again you say at their level. Are you meaning that they're below you with skills?,1,1,1,1,0,2,1.0
cwmf4PSMqLE_17,"Okay, so counseling can help you bridge that gap to be able to communicate more effectively?","Okay, so counseling can help you bridge that gap to be able to communicate more effectively?",-1,-1,-2,0,0,1,-0.5
cwmf4PSMqLE_19,"Alright, so tell me where you are currently in terms of how you perceive yourself?","Alright, so tell me where you are currently in terms of how you perceive yourself?",1,1,1,1,0,2,1.0
cwmf4PSMqLE_21,How do you plan on accomplishing that?,How do you plan on accomplishing that?,0,0,-2,0,0,2,0.0
cwmf4PSMqLE_23,So it sounds like you have a lot of strengths and maybe people are just getting jealous because you seem to succeed at so many things?,So it sounds like you have a lot of strengths and maybe people are just getting jealous because you seem to succeed at so many things?,1,1,1,1,1,2,1.1666666666666667
cwmf4PSMqLE_25,How would they describe you given this level difference that you're talking about? What would they say?,How would they describe you given this level difference that you're talking about? What would they say?,1,1,1,1,0,2,1.0
cwmf4PSMqLE_27,It would be easier?,It would be easier?,1,1,1,1,1,2,1.1666666666666667
cwmf4PSMqLE_29,Does it frustrate you that you're not called on for every task or recognized?,Does it frustrate you that you're not called on for every task or recognized?,1,1,1,1,0,2,1.0
cwmf4PSMqLE_31,So they can see your talent and recognize you most of the time?,So they can see your talent and recognize you most of the time?,1,1,1,1,1,2,1.1666666666666667
cwmf4PSMqLE_33,How long have you been with this particular employer?,How long have you been with this particular employer?,1,0,0,1,0,2,0.6666666666666666
cwmf4PSMqLE_35,Can you tell me about the job you had prior? What happened there?,Can you tell me about the job you had prior? What happened there?,0,0,-2,0,0,2,0.0
cwmf4PSMqLE_37,And you wanted to shoot higher and accomplish something greater?,And you wanted to shoot higher and accomplish something greater?,1,1,1,1,0,2,1.0
cwmf4PSMqLE_39,You really want to take it further?,You really want to take it further?,-1,-1,-2,-1,0,1,-0.6666666666666666
cwmf4PSMqLE_41,Can you tell me how the interaction went when you left your last job? Did you quit or did they encourage you to leave?,Can you tell me how the interaction went when you left your last job? Did you quit or did they encourage you to leave?,1,1,1,1,1,2,1.1666666666666667
cwmf4PSMqLE_43,What type of issues did they have?,What type of issues did they have?,1,1,1,1,0,2,1.0
cwmf4PSMqLE_45,So after you quit they pursued you to come work for them again?,So after you quit they pursued you to come work for them again?,1,1,1,1,0,2,1.0
cwmf4PSMqLE_47,So what did you tell them when they offered you the job back?,So what did you tell them when they offered you the job back?,1,1,1,1,0,2,1.0
cwmf4PSMqLE_49,Alright. So you feel as though you could benefit from the counseling here to better relate to people at different ability levels?,Alright. So you feel as though you could benefit from the counseling here to better relate to people at different ability levels?,1,0,-2,1,0,2,0.3333333333333333
cwmf4PSMqLE_51,"Is your boss putting any pressure on you, like is this mandatory?","Is your boss putting any pressure on you, like is this mandatory?",1,1,1,1,0,2,1.0
cwmf4PSMqLE_53,So she's trying to help you for another advancement. I'm gonna get you on the calendar to see a counselor later this week. Does that work for you?,So she's trying to help you for another advancement. I'm gonna get you on the calendar to see a counselor later this week. Does that work for you?,-1,-1,-2,0,0,1,-0.5
cwmf4PSMqLE_55,Okay. I really appreciate you taking the time with me. We'll get you set up for that and we'll go from there.,Okay. I really appreciate you taking the time with me. We'll get you set up for that and we'll go from there.,-1,-1,-2,-1,-1,1,-0.8333333333333334
cwmf4PSMqLE_57,Thank you.,Thank you.,0,0,0,0,0,2,0.3333333333333333
dNfM2ihfSSE_2,"So, today's the day.","So, today's the day.",-1,-1,-2,-1,-1,-1,-1.1666666666666667
dNfM2ihfSSE_4,"Let's slow it down so we can catch it. We agreed to look for Mr. Anxiety, and it looks like he's here. Does this feel like familiar territory to you?","Let's slow it down so we can catch it. We agreed to look for Mr. Anxiety, and it looks like he's here. Does this feel like familiar territory to you?",-1,-1,-2,0,0,1,-0.5
dNfM2ihfSSE_6,"It's big time and very familiar. How old would you say these urgent, racing thoughts are? One leads to another, saying this is going to happen, then that. Are you with me?","It's big time and very familiar. How old would you say these urgent, racing thoughts are? One leads to another, saying this is going to happen, then that. Are you with me?",1,1,-2,1,0,2,0.5
dNfM2ihfSSE_8,"How old is that specific process, even if the exact words are different?","How old is that specific process, even if the exact words are different?",1,1,1,1,0,2,1.0
dNfM2ihfSSE_10,So this has a long history. Is it fair to say you've been turning your life over to that process? We're working to create a space where something different can happen.,So this has a long history. Is it fair to say you've been turning your life over to that process? We're working to create a space where something different can happen.,-1,0,-2,1,0,2,0.0
dNfM2ihfSSE_12,"We're right at the point where the action happens. You aren't in the situation yet, but we're where the thoughts are being conceived. Can we slow down and just watch it? I want to do something odd to show how the mind works. I have a pen here that says something: 'woo.'","We're right at the point where the action happens. You aren't in the situation yet, but we're where the thoughts are being conceived. Can we slow down and just watch it? I want to do something odd to show how the mind works. I have a pen here that says something: 'woo.'",-1,-1,-2,0,-1,1,-0.6666666666666666
dNfM2ihfSSE_14,"If I ask you what this says next week, or next month, or even next year, what would you say?","If I ask you what this says next week, or next month, or even next year, what would you say?",0,0,-2,0,0,2,0.0
dNfM2ihfSSE_16,"Exactly. Letting that thought run your life is what brought you here. Notice how old this thought is and the cost it's produced. This pen says 'woo,' and your mind says if you go to the mall, you're going to...","Exactly. Letting that thought run your life is what brought you here. Notice how old this thought is and the cost it's produced. This pen says 'woo,' and your mind says if you go to the mall, you're going to...",-1,-1,-2,0,0,1,-0.5
dNfM2ihfSSE_18,Your mind is just doing what minds do. Is it really your enemy?,Your mind is just doing what minds do. Is it really your enemy?,1,1,1,1,1,2,1.1666666666666667
dNfM2ihfSSE_20,"As we prepare for this session, I want you to watch your mind as it constructs these scary futures. Notice them like you would carry something fragile. It's not your boss, just your mind doing its thing. Are you willing to try that?","As we prepare for this session, I want you to watch your mind as it constructs these scary futures. Notice them like you would carry something fragile. It's not your boss, just your mind doing its thing. Are you willing to try that?",-1,0,-2,0,0,2,-0.16666666666666666
dNfM2ihfSSE_22,"Good catch. Let's do the same thing with that thought too. That segment was ACT consistent, using techniques to create separation between the person and their mind. Now let's look at an inconsistent example.","Good catch. Let's do the same thing with that thought too. That segment was ACT consistent, using techniques to create separation between the person and their mind. Now let's look at an inconsistent example.",1,1,1,1,1,2,1.1666666666666667
dNfM2ihfSSE_23,"So, today is the day. Ready for Mr. Anxiety?","So, today is the day. Ready for Mr. Anxiety?",1,1,1,1,0,2,1.0
dNfM2ihfSSE_25,"It's not surprising you're thinking this since it's an old thought. But in all the years you've had these thoughts, have you ever actually lost it?","It's not surprising you're thinking this since it's an old thought. But in all the years you've had these thoughts, have you ever actually lost it?",1,1,1,1,0,2,1.0
dNfM2ihfSSE_27,"So it's just a thought, not a fact. Let's try something silly to look at it differently. Give me a cartoon character you like.","So it's just a thought, not a fact. Let's try something silly to look at it differently. Give me a cartoon character you like.",1,1,1,1,0,2,1.0
dNfM2ihfSSE_29,Imagine those scary thoughts in a Donald Duck voice. Mentally hear him saying it's going to be bad and terrible. Doesn't that make the thoughts seem ridiculous?,Imagine those scary thoughts in a Donald Duck voice. Mentally hear him saying it's going to be bad and terrible. Doesn't that make the thoughts seem ridiculous?,2,1,-2,1,1,2,0.8333333333333334
dNfM2ihfSSE_31,"Hang on to that when the anxiety hits to remember these things aren't necessarily true. That segment was inconsistent because it focused on ridiculing the thoughts to make them go away, rather than just noticing them. Now we'll see a student struggling with career choices.","Hang on to that when the anxiety hits to remember these things aren't necessarily true. That segment was inconsistent because it focused on ridiculing the thoughts to make them go away, rather than just noticing them. Now we'll see a student struggling with career choices.",-1,0,-2,0,0,2,-0.16666666666666666
dNfM2ihfSSE_32,What's inside this decision for you?,What's inside this decision for you?,1,1,1,1,1,2,1.1666666666666667
