ID,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness
cwmf4PSMqLE_13,1,0,-2,1,0,2
cwmf4PSMqLE_15,1,1,1,1,0,2
cwmf4PSMqLE_17,-1,-1,-2,0,0,1
cwmf4PSMqLE_19,1,1,1,1,0,2
cwmf4PSMqLE_21,0,0,-2,0,0,2
cwmf4PSMqLE_23,1,1,1,1,1,2
cwmf4PSMqLE_25,1,1,1,1,0,2
cwmf4PSMqLE_27,1,1,1,1,1,2
cwmf4PSMqLE_29,1,1,1,1,0,2
cwmf4PSMqLE_31,1,1,1,1,1,2
cwmf4PSMqLE_33,1,0,0,1,0,2
cwmf4PSMqLE_35,0,0,-2,0,0,2
cwmf4PSMqLE_37,1,1,1,1,0,2
cwmf4PSMqLE_39,-1,-1,-2,-1,0,1
cwmf4PSMqLE_41,1,1,1,1,1,2
cwmf4PSMqLE_43,1,1,1,1,0,2
cwmf4PSMqLE_45,1,1,1,1,0,2
cwmf4PSMqLE_47,1,1,1,1,0,2
cwmf4PSMqLE_49,1,0,-2,1,0,2
cwmf4PSMqLE_51,1,1,1,1,0,2
cwmf4PSMqLE_53,-1,-1,-2,0,0,1
cwmf4PSMqLE_55,-1,-1,-2,-1,-1,1
cwmf4PSMqLE_57,0,0,0,0,0,2
25jUW52zAvU_1,-1,-1,-2,0,0,1
25jUW52zAvU_3,-1,1,-2,1,0,2
25jUW52zAvU_5,-1,-1,-2,0,-1,1
25jUW52zAvU_7,1,1,1,1,1,2
25jUW52zAvU_9,1,1,1,1,0,2
25jUW52zAvU_11,1,1,-2,1,1,2
25jUW52zAvU_13,-1,-1,-2,-1,0,1
25jUW52zAvU_15,1,1,1,1,1,2
25jUW52zAvU_17,1,1,1,1,0,2
25jUW52zAvU_19,1,1,1,1,0,2
25jUW52zAvU_21,1,1,-2,1,1,2
25jUW52zAvU_23,-1,1,-2,1,0,2
25jUW52zAvU_25,0,0,0,0,0,2
7De6VY8P9hY_1,1,1,1,1,0,2
7De6VY8P9hY_3,1,1,1,1,0,2
7De6VY8P9hY_5,-1,-1,-2,-1,-1,1
7De6VY8P9hY_7,1,1,1,1,0,2
7De6VY8P9hY_9,1,1,1,1,0,2
7De6VY8P9hY_11,-1,-1,-2,0,0,1
7De6VY8P9hY_13,1,1,1,1,1,2
7De6VY8P9hY_15,-1,-1,-2,-1,-1,1
7De6VY8P9hY_17,1,0,0,1,0,2
7De6VY8P9hY_19,-1,-1,-2,1,0,2
7De6VY8P9hY_21,1,1,1,1,1,2
7De6VY8P9hY_23,1,1,1,1,0,2
7De6VY8P9hY_25,-1,0,-2,0,0,2
7De6VY8P9hY_27,1,0,1,1,0,2
7De6VY8P9hY_29,-1,-1,-2,0,0,1
7De6VY8P9hY_31,-1,0,-2,0,0,2
7De6VY8P9hY_33,-1,-1,-2,0,0,1
7De6VY8P9hY_35,1,0,1,1,0,2
7De6VY8P9hY_37,1,0,0,1,0,2
7De6VY8P9hY_39,-1,-1,-2,0,0,1
7De6VY8P9hY_41,1,1,1,1,0,2
7De6VY8P9hY_43,1,0,0,1,0,2
7De6VY8P9hY_45,1,1,1,1,0,2
7De6VY8P9hY_47,-1,-1,-2,0,0,1
7De6VY8P9hY_49,-1,-1,-2,-1,-1,1
7De6VY8P9hY_51,-1,0,-2,0,0,1
yNqaUMiU0Dk_1,1,1,1,1,0,2
yNqaUMiU0Dk_3,1,0,-2,1,0,2
yNqaUMiU0Dk_5,-1,-1,-2,1,0,1
yNqaUMiU0Dk_7,1,1,1,1,1,2
yNqaUMiU0Dk_9,-1,0,-2,1,0,2
yNqaUMiU0Dk_11,1,1,1,1,1,2
yNqaUMiU0Dk_13,-1,0,-2,1,0,2
yNqaUMiU0Dk_15,1,1,1,1,1,2
yNqaUMiU0Dk_17,1,1,0,1,1,2
yNqaUMiU0Dk_19,1,1,1,1,0,2
yNqaUMiU0Dk_21,-1,0,-2,1,0,2
yNqaUMiU0Dk_23,1,0,0,1,0,2
yNqaUMiU0Dk_25,1,1,1,1,0,2
yNqaUMiU0Dk_27,1,1,1,1,1,2
yNqaUMiU0Dk_29,-1,-1,-2,-1,-1,1
yNqaUMiU0Dk_31,-1,-1,-2,1,0,1
yNqaUMiU0Dk_33,1,0,-2,1,0,2
yNqaUMiU0Dk_35,1,1,1,1,0,2
yNqaUMiU0Dk_37,0,0,-2,0,0,2
yNqaUMiU0Dk_39,1,1,1,1,0,2
yNqaUMiU0Dk_41,-1,0,-2,0,0,1
yNqaUMiU0Dk_43,0,0,-2,0,0,2
yNqaUMiU0Dk_45,-1,-1,-2,-1,-1,1
dNfM2ihfSSE_2,-1,-1,-2,-1,-1,-1
dNfM2ihfSSE_4,-1,-1,-2,0,0,1
dNfM2ihfSSE_6,1,1,-2,1,0,2
dNfM2ihfSSE_8,1,1,1,1,0,2
dNfM2ihfSSE_10,-1,0,-2,1,0,2
dNfM2ihfSSE_12,-1,-1,-2,-1,-1,1
dNfM2ihfSSE_14,0,0,-2,0,0,2
dNfM2ihfSSE_16,-1,-1,-2,0,0,1
dNfM2ihfSSE_18,1,1,1,1,1,2
dNfM2ihfSSE_20,-1,0,-2,0,0,2
dNfM2ihfSSE_22,1,1,1,1,1,2
dNfM2ihfSSE_23,1,1,1,1,0,2
dNfM2ihfSSE_25,1,1,1,1,0,2
dNfM2ihfSSE_27,1,1,1,1,0,2
dNfM2ihfSSE_29,2,1,-2,1,1,2
dNfM2ihfSSE_31,-1,0,-2,0,0,2
dNfM2ihfSSE_32,1,1,1,2,1,2
dNfM2ihfSSE_34,-1,0,-2,0,0,1
dNfM2ihfSSE_36,-1,0,-2,1,0,1
dNfM2ihfSSE_38,-1,-1,-2,1,0,1
dNfM2ihfSSE_39,1,1,1,1,0,2
dNfM2ihfSSE_41,1,1,1,1,1,2
dNfM2ihfSSE_43,1,1,1,1,1,2
dNfM2ihfSSE_45,1,1,-2,1,1,2
P624_q04ZWg_1,0,0,-2,0,0,2
P624_q04ZWg_3,0,0,-2,0,0,2
P624_q04ZWg_5,1,1,1,1,1,2
P624_q04ZWg_7,1,1,1,1,0,2
P624_q04ZWg_9,1,1,1,1,1,2
P624_q04ZWg_11,0,0,-2,0,0,2
P624_q04ZWg_13,-1,0,-2,1,0,2
P624_q04ZWg_15,-1,-1,-2,1,0,1
P624_q04ZWg_17,1,1,1,1,0,2
P624_q04ZWg_19,1,1,1,1,0,2
P624_q04ZWg_21,1,0,1,1,0,2
P624_q04ZWg_23,-1,-1,-2,0,0,1
P624_q04ZWg_25,-1,0,-1,1,0,2
P624_q04ZWg_27,-1,0,-2,0,0,2
P624_q04ZWg_29,-1,-1,-2,0,0,1
P624_q04ZWg_31,1,1,1,1,0,2
P624_q04ZWg_33,1,1,1,1,0,2
P624_q04ZWg_35,-1,-1,-2,1,0,2
P624_q04ZWg_37,-1,-1,-2,0,0,1
P624_q04ZWg_39,1,1,1,1,0,2
P624_q04ZWg_41,1,1,1,1,1,2
P624_q04ZWg_43,-1,-1,-2,0,0,1
P624_q04ZWg_45,0,0,-2,0,0,2
Ac0aZgha6Fk_1,-1,-1,-2,1,0,1
Ac0aZgha6Fk_3,-1,-1,-2,1,-1,1
Ac0aZgha6Fk_4,-1,-1,-2,1,1,1
Ac0aZgha6Fk_6,-1,-1,-2,1,-1,1
Ac0aZgha6Fk_7,1,0,-2,1,0,2
Ac0aZgha6Fk_9,1,1,1,1,1,2
Ac0aZgha6Fk_11,-1,-1,-2,1,1,2
Ac0aZgha6Fk_13,1,1,1,1,1,2
Ac0aZgha6Fk_15,1,1,1,1,1,2
Ac0aZgha6Fk_17,-1,-1,-2,0,0,1
Ac0aZgha6Fk_19,-1,-1,-2,-1,-1,1
Ac0aZgha6Fk_21,1,1,1,1,1,2
Ac0aZgha6Fk_23,-1,-1,-2,0,-1,1
Ac0aZgha6Fk_25,1,0,-2,1,0,2
Ac0aZgha6Fk_27,1,1,1,1,1,2
Ac0aZgha6Fk_29,-1,-1,-2,0,0,1
Ac0aZgha6Fk_31,1,1,1,1,1,2
Ac0aZgha6Fk_32,1,1,1,1,1,2
Ac0aZgha6Fk_34,-1,0,-2,1,0,2
L1vluZ9uHMY_1,0,0,-2,0,0,2
L1vluZ9uHMY_3,1,0,0,1,0,2
L1vluZ9uHMY_5,0,0,0,1,0,2
L1vluZ9uHMY_7,0,0,0,1,0,2
L1vluZ9uHMY_9,0,0,-2,0,0,2
L1vluZ9uHMY_11,-1,0,-2,0,0,2
L1vluZ9uHMY_13,1,0,0,1,0,2
L1vluZ9uHMY_15,0,0,0,1,0,2
L1vluZ9uHMY_17,1,1,1,1,1,2
L1vluZ9uHMY_19,-1,0,-1,1,0,2
L1vluZ9uHMY_21,-1,-1,-2,0,0,2
L1vluZ9uHMY_23,1,0,1,1,0,2
L1vluZ9uHMY_25,1,1,1,1,0,2
L1vluZ9uHMY_27,1,1,1,1,0,2
L1vluZ9uHMY_29,-1,0,-2,0,0,1
L1vluZ9uHMY_31,-1,-1,-2,0,0,1
L1vluZ9uHMY_33,-1,-1,-2,0,-1,1
L1vluZ9uHMY_35,-1,-1,-2,-1,-1,1
L1vluZ9uHMY_37,1,1,1,1,1,2
L1vluZ9uHMY_39,1,1,1,1,0,2
L1vluZ9uHMY_41,-1,0,-2,1,0,2
L1vluZ9uHMY_43,1,1,1,1,1,2
L1vluZ9uHMY_45,1,1,1,1,0,2
L1vluZ9uHMY_47,1,1,1,1,0,2
L1vluZ9uHMY_49,1,1,1,1,0,2
L1vluZ9uHMY_51,1,1,1,1,1,2
L1vluZ9uHMY_53,1,1,1,1,1,2
L1vluZ9uHMY_55,-1,0,-2,0,0,2
L1vluZ9uHMY_57,-1,-1,-2,1,1,1
L1vluZ9uHMY_59,1,1,1,1,0,2
L1vluZ9uHMY_61,1,1,1,1,1,2
L1vluZ9uHMY_63,1,1,1,1,0,2
L1vluZ9uHMY_65,0,0,0,1,0,2
L1vluZ9uHMY_67,1,1,1,1,1,2
L1vluZ9uHMY_69,1,1,1,1,1,2
L1vluZ9uHMY_71,1,1,1,1,0,2
L1vluZ9uHMY_73,1,1,1,1,0,2
L1vluZ9uHMY_75,1,1,1,1,0,2
L1vluZ9uHMY_77,1,0,-2,1,0,2
L1vluZ9uHMY_79,1,0,0,1,0,2
L1vluZ9uHMY_81,1,0,1,1,0,2
L1vluZ9uHMY_83,1,0,1,1,0,2
L1vluZ9uHMY_85,1,0,1,1,0,2
L1vluZ9uHMY_87,1,1,1,1,1,2
L1vluZ9uHMY_89,-1,-1,-2,0,0,1
L1vluZ9uHMY_91,-1,-1,-2,-1,-1,1
L1vluZ9uHMY_93,0,0,-2,1,0,2
L1vluZ9uHMY_95,1,1,1,1,0,2
L1vluZ9uHMY_97,1,1,1,1,0,2
L1vluZ9uHMY_99,-1,-1,-2,0,0,1
L1vluZ9uHMY_101,1,1,1,1,1,2
L1vluZ9uHMY_103,1,1,1,1,0,2
L1vluZ9uHMY_105,1,1,1,1,0,2
L1vluZ9uHMY_107,1,0,0,1,0,2
L1vluZ9uHMY_109,-1,-1,-2,0,0,1
L1vluZ9uHMY_111,-1,-1,-2,0,-1,1
L1vluZ9uHMY_113,-1,-1,-2,0,0,1
L1vluZ9uHMY_115,-1,-1,-2,0,0,1
L1vluZ9uHMY_117,-1,-1,-2,0,0,1
XH2tF8oB3cw_1,-1,-1,-2,-1,-1,1
XH2tF8oB3cw_3,-1,0,-2,0,0,2
XH2tF8oB3cw_5,1,1,1,1,1,2
XH2tF8oB3cw_7,1,1,0,1,0,2
XH2tF8oB3cw_9,1,1,1,1,0,2
XH2tF8oB3cw_11,1,1,1,1,1,2
XH2tF8oB3cw_13,1,1,1,1,1,2
XH2tF8oB3cw_15,1,1,1,1,0,2
XH2tF8oB3cw_17,1,1,1,2,1,2
XH2tF8oB3cw_19,1,1,1,1,1,2
XH2tF8oB3cw_21,1,1,1,1,0,2
XH2tF8oB3cw_23,1,1,1,1,0,2
XH2tF8oB3cw_25,-1,0,-2,0,0,1
XH2tF8oB3cw_27,1,1,1,1,1,2
XH2tF8oB3cw_29,1,1,1,1,0,2
XH2tF8oB3cw_31,1,1,1,1,1,2
XH2tF8oB3cw_33,1,1,1,1,0,2
XH2tF8oB3cw_35,1,1,1,1,1,2
XH2tF8oB3cw_37,1,0,0,1,0,2
XH2tF8oB3cw_39,1,1,1,1,0,2
XH2tF8oB3cw_41,1,1,1,1,1,2
XH2tF8oB3cw_43,1,1,1,1,0,2
XH2tF8oB3cw_45,-1,0,-2,1,0,2
XH2tF8oB3cw_47,1,1,1,1,1,2
XH2tF8oB3cw_49,1,1,1,1,0,2
XH2tF8oB3cw_51,1,1,1,1,0,2
XH2tF8oB3cw_53,1,1,1,1,1,2
XH2tF8oB3cw_55,1,0,1,1,0,2
XH2tF8oB3cw_57,-1,0,-2,0,0,1
I1F4hvfRC50_1,-1,-1,-2,-1,-1,-1
I1F4hvfRC50_3,0,0,-2,0,0,2
I1F4hvfRC50_5,1,0,0,1,0,2
I1F4hvfRC50_7,-1,-1,-2,0,0,1
I1F4hvfRC50_9,1,1,1,1,1,2
I1F4hvfRC50_11,1,1,1,1,1,2
I1F4hvfRC50_13,-1,-1,-2,-1,-1,1
I1F4hvfRC50_15,-1,0,-2,1,0,2
I1F4hvfRC50_17,-1,0,-2,1,0,2
I1F4hvfRC50_19,-1,0,-2,0,0,2
I1F4hvfRC50_21,1,1,1,1,0,2
I1F4hvfRC50_23,1,1,1,1,0,2
I1F4hvfRC50_25,0,0,0,1,0,2
I1F4hvfRC50_27,1,1,1,1,0,2
I1F4hvfRC50_29,1,1,1,1,0,2
I1F4hvfRC50_31,-1,-1,-2,1,0,1
I1F4hvfRC50_33,-1,-1,-2,0,-1,1
I1F4hvfRC50_35,-1,-1,-2,1,0,1
I1F4hvfRC50_37,0,0,-2,0,0,2
I1F4hvfRC50_39,0,0,-2,0,0,2
I1F4hvfRC50_41,-1,-1,-2,0,0,1
I1F4hvfRC50_43,1,1,1,1,0,2
I1F4hvfRC50_45,-1,-1,-2,-1,0,1
I1F4hvfRC50_47,1,1,1,1,1,2
I1F4hvfRC50_49,1,0,0,1,0,2
I1F4hvfRC50_51,-1,0,-2,0,0,1
I1F4hvfRC50_53,-1,-1,-2,0,0,1
I1F4hvfRC50_55,1,0,-2,1,0,2
I1F4hvfRC50_57,1,1,1,1,1,2
I1F4hvfRC50_59,1,1,1,1,1,2
I1F4hvfRC50_61,1,1,1,1,1,2
I1F4hvfRC50_63,1,0,0,1,0,2
I1F4hvfRC50_65,0,0,-2,1,0,2
I1F4hvfRC50_67,1,0,0,0,0,2
lrnkEQRUyJM_1,-1,0,-2,0,0,1
lrnkEQRUyJM_3,1,0,0,1,0,2
lrnkEQRUyJM_5,1,1,1,1,1,2
lrnkEQRUyJM_7,1,1,1,1,1,2
lrnkEQRUyJM_9,1,1,1,1,0,2
lrnkEQRUyJM_11,1,0,-2,1,0,2
lrnkEQRUyJM_13,-1,-1,-2,0,0,1
lrnkEQRUyJM_15,1,1,1,1,1,2
lrnkEQRUyJM_17,-1,-1,-2,-1,-1,1
lrnkEQRUyJM_19,-1,-1,-2,-1,-1,1
lrnkEQRUyJM_21,-1,-1,-2,0,0,1
lrnkEQRUyJM_23,1,1,1,1,1,2
lrnkEQRUyJM_25,-1,-1,-2,-1,-1,1
lrnkEQRUyJM_27,-1,-1,-2,0,0,1
lrnkEQRUyJM_29,-1,-1,-2,-1,-1,1
lrnkEQRUyJM_31,-1,0,-2,0,0,2
lrnkEQRUyJM_33,1,1,1,1,0,2
lrnkEQRUyJM_35,1,1,1,1,1,2
lrnkEQRUyJM_37,1,0,-2,1,0,2
lrnkEQRUyJM_39,-1,-1,-2,-1,-1,1
lrnkEQRUyJM_41,1,1,1,1,0,2
lrnkEQRUyJM_43,1,1,1,1,0,2
lrnkEQRUyJM_45,-1,-1,-2,1,0,1
lrnkEQRUyJM_47,1,1,1,1,0,2
lrnkEQRUyJM_49,1,1,1,1,1,2
lrnkEQRUyJM_51,-1,-1,-2,-1,-1,1
lrnkEQRUyJM_53,1,1,1,1,1,2
lrnkEQRUyJM_55,-1,-1,-2,0,0,1
lrnkEQRUyJM_57,-1,0,-2,0,0,1
UxCT6zVPk7A_1,0,0,-2,0,0,2
UxCT6zVPk7A_3,0,0,0,1,0,2
UxCT6zVPk7A_5,-1,0,-2,0,0,1
UxCT6zVPk7A_7,0,0,-2,0,0,2
UxCT6zVPk7A_9,1,1,1,1,1,2
UxCT6zVPk7A_11,1,0,1,1,0,2
UxCT6zVPk7A_13,1,1,1,1,1,2
UxCT6zVPk7A_15,-1,-1,-2,-1,0,1
UxCT6zVPk7A_17,0,0,-2,0,0,2
UxCT6zVPk7A_19,1,1,1,1,1,2
UxCT6zVPk7A_21,-1,-1,-2,-1,-1,1
UxCT6zVPk7A_23,1,0,0,1,0,2
UxCT6zVPk7A_25,-1,-1,-2,0,-1,1
UxCT6zVPk7A_27,-1,-1,-2,-1,-1,1
UxCT6zVPk7A_29,-1,-1,-2,-1,-1,1
UxCT6zVPk7A_31,1,0,-2,1,0,2
UxCT6zVPk7A_33,1,1,1,1,0,2
UxCT6zVPk7A_35,0,0,0,1,0,2
UxCT6zVPk7A_37,1,0,1,1,0,2
UxCT6zVPk7A_39,1,1,1,1,0,2
UxCT6zVPk7A_41,1,1,1,1,0,2
UxCT6zVPk7A_43,1,1,1,1,0,2
UxCT6zVPk7A_45,1,1,1,1,1,2
UxCT6zVPk7A_47,1,1,1,1,0,2
UxCT6zVPk7A_49,1,1,1,1,1,2
UxCT6zVPk7A_51,1,1,1,1,1,2
UxCT6zVPk7A_53,1,1,1,1,0,2
UxCT6zVPk7A_55,-1,-1,-2,0,0,1
UxCT6zVPk7A_57,-1,-1,-2,-1,-1,1
UxCT6zVPk7A_59,1,1,1,1,0,2
UxCT6zVPk7A_61,1,1,1,1,0,2
UxCT6zVPk7A_63,-1,0,-2,0,0,2
UxCT6zVPk7A_65,-1,0,-1,1,0,2
UxCT6zVPk7A_67,-1,-1,-2,0,0,1
UxCT6zVPk7A_69,0,0,-2,0,0,2
UxCT6zVPk7A_71,1,1,1,1,1,2
UxCT6zVPk7A_73,0,0,0,0,0,2
UxCT6zVPk7A_75,-1,-1,-2,0,0,1
UxCT6zVPk7A_77,0,0,-2,0,0,2
qe-0fk4ZG20_1,0,0,-2,0,0,2
qe-0fk4ZG20_3,2,-1,-1,1,1,2
qe-0fk4ZG20_5,1,1,1,1,1,2
qe-0fk4ZG20_7,-1,0,-2,1,1,2
qe-0fk4ZG20_9,1,1,1,1,1,2
qe-0fk4ZG20_11,-1,-1,-2,-1,-1,-1
qe-0fk4ZG20_13,1,1,-2,1,1,2
qe-0fk4ZG20_15,1,1,1,1,1,2
qe-0fk4ZG20_17,-1,-1,-2,-1,-1,1
qe-0fk4ZG20_19,-1,-1,-2,-1,-1,-1
qe-0fk4ZG20_21,-1,-1,-2,-1,-1,1
qe-0fk4ZG20_23,0,0,-2,0,0,2
qe-0fk4ZG20_25,-1,-1,-2,0,0,1
qe-0fk4ZG20_27,-1,-1,-2,-1,-1,1
qe-0fk4ZG20_29,2,1,1,1,1,2
qe-0fk4ZG20_31,-1,-1,-2,0,0,1
qe-0fk4ZG20_33,-1,-1,-2,0,0,1
qe-0fk4ZG20_35,-1,-1,-2,-1,-1,1
qe-0fk4ZG20_37,1,1,1,1,1,2
qe-0fk4ZG20_39,1,1,1,1,1,2
qe-0fk4ZG20_41,0,0,-2,0,0,2
qe-0fk4ZG20_43,1,1,1,1,1,2
qe-0fk4ZG20_45,-1,-1,-2,0,0,1
qe-0fk4ZG20_47,1,1,1,1,0,2
qe-0fk4ZG20_49,1,1,1,1,1,2
qe-0fk4ZG20_51,1,1,1,1,0,2
qe-0fk4ZG20_53,1,1,1,1,1,2
qe-0fk4ZG20_55,1,1,1,1,1,2
qe-0fk4ZG20_57,-1,-1,-2,0,0,1
qe-0fk4ZG20_59,1,1,1,1,1,2
qe-0fk4ZG20_61,1,1,1,1,1,2
qe-0fk4ZG20_63,1,1,1,1,1,2
qe-0fk4ZG20_65,1,1,1,1,1,2
qe-0fk4ZG20_67,1,1,1,1,1,2
qe-0fk4ZG20_69,1,1,1,1,1,2
qe-0fk4ZG20_71,1,1,1,1,1,2
qe-0fk4ZG20_73,1,1,1,1,1,2
qe-0fk4ZG20_75,1,1,1,1,1,2
qe-0fk4ZG20_77,-1,-1,-2,0,0,1
_pkXuC7vsl0_1,0,0,-2,0,0,2
_pkXuC7vsl0_3,1,1,1,1,1,2
_pkXuC7vsl0_5,1,1,1,1,0,2
_pkXuC7vsl0_7,1,0,0,1,0,2
_pkXuC7vsl0_9,0,0,-2,0,0,2
_pkXuC7vsl0_11,1,1,1,1,0,2
_pkXuC7vsl0_13,1,1,1,1,0,2
_pkXuC7vsl0_15,-1,-1,-2,0,-1,1
_pkXuC7vsl0_17,1,0,0,1,0,2
_pkXuC7vsl0_19,1,1,1,1,1,2
_pkXuC7vsl0_21,1,1,1,1,0,2
_pkXuC7vsl0_23,1,1,1,1,0,2
_pkXuC7vsl0_25,-1,-1,-2,1,0,1
_pkXuC7vsl0_27,1,0,0,1,0,2
_pkXuC7vsl0_29,1,0,0,1,0,2
_pkXuC7vsl0_30,-1,-1,-2,-1,-1,1
_pkXuC7vsl0_32,1,1,1,1,1,2
_pkXuC7vsl0_34,1,1,1,1,0,2
_pkXuC7vsl0_36,-1,-1,-2,0,0,1
_pkXuC7vsl0_38,1,0,-2,1,0,2
_pkXuC7vsl0_40,1,1,1,1,0,2
_pkXuC7vsl0_42,1,0,-2,1,0,2
_pkXuC7vsl0_44,1,0,0,1,0,2
_pkXuC7vsl0_46,1,1,1,1,0,2
_pkXuC7vsl0_48,1,0,1,1,0,2
_pkXuC7vsl0_50,-1,-1,-2,-1,-1,1
_pkXuC7vsl0_53,-1,-1,-2,-1,-1,1
_pkXuC7vsl0_55,-1,-1,-2,-1,-1,1
_pkXuC7vsl0_57,-1,0,-2,1,0,2
_pkXuC7vsl0_59,1,1,1,1,0,2
_pkXuC7vsl0_61,1,1,1,1,0,2
_pkXuC7vsl0_63,1,1,1,1,0,2
_pkXuC7vsl0_65,-1,0,-2,0,0,2
_pkXuC7vsl0_67,-1,0,-2,0,0,2
_pkXuC7vsl0_69,1,1,1,1,1,2
_pkXuC7vsl0_71,-1,0,-2,0,0,1
_pkXuC7vsl0_72,1,0,-1,1,0,2
_pkXuC7vsl0_74,0,0,-2,0,0,2
_pkXuC7vsl0_76,-1,-1,-2,-1,0,1
_pkXuC7vsl0_78,-1,-1,-2,-1,-1,1
