Video ID,Title,Duration,URL,Speakers,Segments,Input Tokens,Output Tokens,Cost (USD),Cost (INR),Status,Processed At
liJPBeFbJ3Q,Counseling Diagnostic Assessment Vignette #2 - Client with Features of Social Anxiety Disorder,00:10:55,https://www.youtube.com/watch?v=liJPBeFbJ3Q,2,59,16683,3515,$0.027228,₹2.59,success,2026-05-03T16:11:15.476969
tlQHg2Rbm60,Counseling Diagnostic Assessment Vignette #1 - Client with Features of Social Anxiety Disorder,00:13:35,https://www.youtube.com/watch?v=tlQHg2Rbm60,2,26,20660,1709,$0.025787,₹2.45,success,2026-05-03T16:11:37.050782
JTcjMPoxUTM,What is Trauma-Focused CBT for Children and Adolescents?,00:13:23,https://www.youtube.com/watch?v=JTcjMPoxUTM,2,29,20363,3312,$0.030299,₹2.88,success,2026-05-03T16:12:00.366756
VXJy0X0OZtI,CBT for Adolescent Depression,00:14:49,https://www.youtube.com/watch?v=VXJy0X0OZtI,2,58,22535,3880,$0.034175,₹3.25,success,2026-05-03T16:12:21.460049
44mIo53rx3A,Communication Goals of Care OSCE,00:12:48,https://www.youtube.com/watch?v=44mIo53rx3A,2,43,19487,1988,$0.025451,₹2.42,success,2026-05-03T16:12:24.613343
7Ibb68uVXEg,Psychotherapy Counselling Session,00:20:12,https://www.youtube.com/watch?v=7Ibb68uVXEg,2,70,30593,5321,$0.046556,₹4.42,success,2026-05-03T16:12:26.335744
PK-Sq7I7M54,Motivational interviewing- Client reluctant to join AA,00:08:40,https://www.youtube.com/watch?v=PK-Sq7I7M54,2,43,13287,3313,$0.023226,₹2.21,success,2026-05-03T16:12:26.395442
zyIN61kQ6VY,Person-Centered Counseling Role-Play - Coping with a Work Related Stressor,00:10:45,https://www.youtube.com/watch?v=zyIN61kQ6VY,2,50,16427,4053,$0.028586,₹2.72,success,2026-05-03T16:12:54.861884
H8CJxNP0nv8,Intake and Assessment Role-Play - Substance Use Appraisal,00:08:24,https://www.youtube.com/watch?v=H8CJxNP0nv8,2,80,12885,3349,$0.022932,₹2.18,success,2026-05-03T16:13:28.036332
c6SDiismjkM,Intake and Assessment Role-Play - Family History,00:12:43,https://www.youtube.com/watch?v=c6SDiismjkM,2,59,19381,2716,$0.027529,₹2.62,success,2026-05-03T16:13:39.322971
4Y3EGPjhiXE,How Do You Partner with an Unengaged Patient?,00:06:46,https://www.youtube.com/watch?v=4Y3EGPjhiXE,2,50,10440,2376,$0.017568,₹1.67,success,2026-05-03T16:13:43.107814
8-0VGan6sCY,Intake and Assessment Role-Play - Social History,00:10:17,https://www.youtube.com/watch?v=8-0VGan6sCY,2,54,15716,3095,$0.025001,₹2.38,success,2026-05-03T16:13:44.307140
EtVJr05akR4,Motivational Interviewing for Drug Usage - Dr. Wendy Nickerson,00:15:02,https://www.youtube.com/watch?v=EtVJr05akR4,2,62,22841,2603,$0.030650,₹2.91,success,2026-05-03T16:14:53.232678
8E7e7-LD7pw,Intermediate Phase,00:14:08,https://www.youtube.com/watch?v=8E7e7-LD7pw,2,41,21506,4283,$0.034355,₹3.26,success,2026-05-03T17:07:47.137604
X4OEhMWbSss,Gestalt Therapy Role-Play - Two-Chair Technique with the Internal Critic,00:12:25,https://www.youtube.com/watch?v=X4OEhMWbSss,2,34,18936,2029,$0.025023,₹2.38,success,2026-05-03T16:15:31.332253
X7o-_2Ityd0,Termination Phase,00:10:20,https://www.youtube.com/watch?v=X7o-_2Ityd0,2,25,15795,3290,$0.025665,₹2.44,success,2026-05-03T16:15:33.174815
yYC4y7KuELY,Interpersonal Inventory Wrap up,00:08:31,https://www.youtube.com/watch?v=yYC4y7KuELY,2,9,13081,611,$0.014914,₹1.42,success,2026-05-03T16:16:01.583045
wl0zc9pPJb4,Motivational Interviewing for Anxiety - Dr. Wendy Nickerson,00:11:55,https://www.youtube.com/watch?v=wl0zc9pPJb4,0,0,18170,4076,$0.030398,₹2.89,success,2026-05-03T16:16:11.566182
ExNs8o8A4fI,Social Anxiety Disorder: CBT behavioural experiment case example,00:11:59,https://www.youtube.com/watch?v=ExNs8o8A4fI,2,88,18281,4065,$0.030476,₹2.90,success,2026-05-03T16:16:14.926139
RybY4zIecQ4,CBT for PTSD: Example of how grounding techniques can be used in therapy,00:13:10,https://www.youtube.com/watch?v=RybY4zIecQ4,0,0,20058,1921,$0.025821,₹2.45,success,2026-05-03T16:16:26.836529
64T_BwKcc2M,Intake and Assessment Role-Play Part 6 - Risk Assessment and Goal Setting,00:07:28,https://www.youtube.com/watch?v=64T_BwKcc2M,2,49,11495,2380,$0.018635,₹1.77,success,2026-05-03T17:08:08.682613
S4jJ_AZhxgU,"Intake and Assessment Role-Play Part 4 - Education, Work, and Legal History",00:08:31,https://www.youtube.com/watch?v=S4jJ_AZhxgU,2,40,13066,1767,$0.018367,₹1.74,success,2026-05-03T16:17:06.240243
ylWpUUqP1Hg,Intake and Assessment Role-Play Part 2 - Family Relationships,00:10:17,https://www.youtube.com/watch?v=ylWpUUqP1Hg,2,64,15728,2723,$0.023897,₹2.27,success,2026-05-03T16:17:17.104603
dREjjXvFybk,"Intake and Assessment Role-Play Part 5 - Spiritual, Cultural, and Abuse History",00:08:08,https://www.youtube.com/watch?v=dREjjXvFybk,2,55,12489,3378,$0.022623,₹2.15,success,2026-05-03T16:17:19.876831
Yv9QS8KJnDE,"Intake and Assessment Role-Play Part 3 - Social, Medical, and Mental Health History",00:06:18,https://www.youtube.com/watch?v=Yv9QS8KJnDE,2,56,9743,2309,$0.016670,₹1.58,success,2026-05-03T16:17:24.957094
z9fF9F5w1cI,Psychodynamic Therapy Role-Play - Defense Mechanisms and Free Association,00:11:47,https://www.youtube.com/watch?v=z9fF9F5w1cI,2,56,17981,3147,$0.027422,₹2.61,success,2026-05-03T16:18:07.368286
OPCYGqzf7Us,Intake and Assessment Role-Play Part 1 - Referral and Presenting Problems,00:08:10,https://www.youtube.com/watch?v=OPCYGqzf7Us,2,70,12557,3356,$0.022625,₹2.15,success,2026-05-03T16:18:13.120184
A1XJeciqyL8,Initial Phase and Interpersonal Inventory 1,00:34:57,https://www.youtube.com/watch?v=A1XJeciqyL8,3,154,52717,8544,$0.078349,₹7.44,success,2026-05-03T16:18:30.049617
W3hMmZQAdhw,CBT for Social Anxiety Disorder: Using downward arrow and thought challenging techniques,00:09:23,https://www.youtube.com/watch?v=W3hMmZQAdhw,2,56,14385,3426,$0.024663,₹2.34,success,2026-05-03T16:18:32.990265
SD_flKS7koQ,Psychiatric Interviewing: Asking about substance use,00:06:29,https://www.youtube.com/watch?v=SD_flKS7koQ,2,47,10021,2436,$0.017329,₹1.65,success,2026-05-03T16:19:09.125586
YKDQ6mU4V6k,Psychiatric Interviewing: Active listening,00:04:16,https://www.youtube.com/watch?v=YKDQ6mU4V6k,2,31,6691,1691,$0.011764,₹1.12,success,2026-05-03T16:19:11.231844
0cGGCuFWMtw,"Clinical Interview Role-Play Part 3 - Abuse, Risk Assessment, Recreation, and Goals",00:13:00,https://www.youtube.com/watch?v=0cGGCuFWMtw,3,80,19807,3445,$0.030142,₹2.86,success,2026-05-03T16:19:28.909994
7_gmIvbjt3w,"Clinical Interview Role-Play Part 1 - Family, Social, and Mental Health History",00:19:09,https://www.youtube.com/watch?v=7_gmIvbjt3w,3,191,29035,8395,$0.054220,₹5.15,success,2026-05-03T16:19:34.758335
YYh9WOOxrOo,"Clinical Interview Role-Play Part 2 - Educational, Vocational, and Legal History",00:15:31,https://www.youtube.com/watch?v=YYh9WOOxrOo,2,107,23581,5191,$0.039154,₹3.72,success,2026-05-03T16:20:03.674152
tBd5VGCKnjA,CBT Role-Play - Fear of Driving Over Bridges,00:19:50,https://www.youtube.com/watch?v=tBd5VGCKnjA,2,39,30054,1869,$0.035661,₹3.39,success,2026-05-03T16:21:10.617553
k_78UKFERGE,CBT Role-Play - Anxiety Related to Being Away from Home,00:35:10,https://www.youtube.com/watch?v=k_78UKFERGE,2,133,53039,10875,$0.085664,₹8.14,success,2026-05-03T16:21:42.926045
Xj3q96mCfC8,CBT Role-Play - Dating Anxiety,00:25:50,https://www.youtube.com/watch?v=Xj3q96mCfC8,3,99,39047,7349,$0.061094,₹5.80,success,2026-05-03T16:21:47.891651
pmhFLPA1fhg,Interpersonal Psychotherapy: A Case of Postpartum Depression Video,00:02:16,https://www.youtube.com/watch?v=pmhFLPA1fhg,2,2,3691,452,$0.005047,₹0.48,success,2026-05-03T16:22:06.832453
jlXmVqhaMds,CBT Role-Play - Anxiety and Counting Ritual,00:29:27,https://www.youtube.com/watch?v=jlXmVqhaMds,3,154,44483,8480,$0.069923,₹6.64,success,2026-05-03T16:22:08.006913
VKdjQYtbiic,CBT Role Play - The Premack Principle,00:13:11,https://www.youtube.com/watch?v=VKdjQYtbiic,2,76,20072,4440,$0.033392,₹3.17,success,2026-05-03T16:22:41.250388
7De6VY8P9hY,Counseling Assessment Vignette - Client with Features of Social Anxiety Disorder,00:08:29,https://www.youtube.com/watch?v=7De6VY8P9hY,2,52,13013,2632,$0.020909,₹1.99,success,2026-05-03T16:22:52.349198
cwmf4PSMqLE,Counseling Assessment Vignette - Client with Features of Narcissistic Personality Disorder,00:10:01,https://www.youtube.com/watch?v=cwmf4PSMqLE,2,57,15322,2819,$0.023779,₹2.26,success,2026-05-03T16:23:09.482443
ankWMLepQsE,"Basic Counseling Skills: Kim Lampson, PhD",00:31:59,https://www.youtube.com/watch?v=ankWMLepQsE,0,0,48265,5448,$0.064609,₹6.14,success,2026-05-03T16:23:09.774773
3ydZbOjDZ70,Counseling Assessment Vignette - Client with Features of Obsessive-Compulsive Personality Disorder,00:11:41,https://www.youtube.com/watch?v=3ydZbOjDZ70,2,75,17818,3852,$0.029374,₹2.79,success,2026-05-03T16:23:13.730197
vRBXYm3KuJU,"Confrontation: ""This is a waste of time""",00:09:01,https://www.youtube.com/watch?v=vRBXYm3KuJU,2,32,13817,1623,$0.018686,₹1.78,success,2026-05-03T17:08:04.521306
L1vluZ9uHMY,Counseling Assessment Vignette - Client with Features of Antisocial Personality Disorder,00:11:58,https://www.youtube.com/watch?v=L1vluZ9uHMY,3,118,18256,4723,$0.032425,₹3.08,success,2026-05-03T16:23:43.186869
YJflzedS_DU,chris withdrawal,00:04:13,https://www.youtube.com/watch?v=YJflzedS_DU,2,11,6626,1070,$0.009836,₹0.93,success,2026-05-03T17:07:50.652165
ZSDJymlMOxg,CBT Role-Play - Fear of Driving,00:16:33,https://www.youtube.com/watch?v=ZSDJymlMOxg,2,54,25134,2292,$0.032010,₹3.04,success,2026-05-03T16:24:29.245107
W_tDRu67JnI,CBT Role-Play - Managing Anger,00:21:08,https://www.youtube.com/watch?v=W_tDRu67JnI,2,86,32000,4383,$0.045149,₹4.29,success,2026-05-03T16:24:44.242003
iJGWhR7c2Ik,"The Mini-Mental State Examination, 2nd Edition (MMSE-2) - Client with Cognitive Impairment",00:05:23,https://www.youtube.com/watch?v=iJGWhR7c2Ik,2,64,8379,2235,$0.015084,₹1.43,success,2026-05-03T16:24:49.612201
VGdWk7YRS1c,Treatment Planning in Counseling - Goal and Objective Setting Related to Unstable Relationships,00:24:30,https://www.youtube.com/watch?v=VGdWk7YRS1c,2,119,37053,7871,$0.060666,₹5.76,success,2026-05-03T16:24:52.097649
_qYgF_e4EQQ,"Withdrawal: ""You're giving me wonderful advice""",00:11:56,https://www.youtube.com/watch?v=_qYgF_e4EQQ,2,20,18193,1931,$0.023986,₹2.28,success,2026-05-03T16:25:03.884083
nblFvpbetoE,"Confrontation/Withdrawal: ""I'm not getting anywhere""",00:05:06,https://www.youtube.com/watch?v=nblFvpbetoE,2,18,7958,1199,$0.011555,₹1.10,success,2026-05-03T16:25:05.854549
228-r0WGizM,"Administering the Mini Mental State Examination, 2nd Edition (MMSE-2)",00:05:52,https://www.youtube.com/watch?v=228-r0WGizM,2,69,9094,2379,$0.016231,₹1.54,success,2026-05-03T16:25:29.386709
pvTGgLtVDNU,CBT Role-Play - Setting an Agenda for a Counseling Session,00:07:27,https://www.youtube.com/watch?v=pvTGgLtVDNU,2,30,11471,2141,$0.017894,₹1.70,success,2026-05-03T16:25:48.665675
RsI7Iycy5H4,REBT Role-Play - Postponing Gratification,00:10:32,https://www.youtube.com/watch?v=RsI7Iycy5H4,2,58,16106,2468,$0.023510,₹2.23,success,2026-05-03T16:26:14.126014
L4oDAYZWLhs,REBT Role-Play - Understanding the Difference Between Self-Judgment and the Evaluation of Behaviors,00:13:41,https://www.youtube.com/watch?v=L4oDAYZWLhs,2,57,20820,3631,$0.031713,₹3.01,success,2026-05-03T16:26:33.189192
LmB3ZQ2F1MY,CBT Role-Play - Anxiety Related to Dishonesty in Social Situations,00:27:30,https://www.youtube.com/watch?v=LmB3ZQ2F1MY,2,108,41553,8829,$0.068040,₹6.46,success,2026-05-03T16:26:40.489427
DPOFpRQqInw,REBT Role-Play - Addressing Belief Regarding Expectation of Respect,00:17:57,https://www.youtube.com/watch?v=DPOFpRQqInw,2,62,27214,3271,$0.037027,₹3.52,success,2026-05-03T16:26:46.072143
yFcqj_ml8dc,CBT Role-Play - Exposure and Response Prevention - Later Session,00:13:27,https://www.youtube.com/watch?v=yFcqj_ml8dc,2,73,20476,3718,$0.031630,₹3.00,success,2026-05-03T17:56:10.737892
1jfH055byg4,Motivational Interviewing for Tobacco Cessation,00:23:38,https://www.youtube.com/watch?v=1jfH055byg4,2,63,35747,3785,$0.047102,₹4.47,success,2026-05-03T16:27:07.873402
TMVRjab1TmE,CBT Role-Play - Exposure and Response Prevention - Early Session,00:11:17,https://www.youtube.com/watch?v=TMVRjab1TmE,2,55,17221,2546,$0.024859,₹2.36,success,2026-05-03T16:27:44.625597
6Hcebt_wBVw,"CBT Role-Play - Subjective Units of Distress, Anxiety, and Public Speaking",00:13:41,https://www.youtube.com/watch?v=6Hcebt_wBVw,2,96,20818,5633,$0.037717,₹3.58,success,2026-05-03T16:27:58.226965
SNstOn6owcI,CBT Role-Play - Behavioral Activation and Postpartum Depression,00:22:54,https://www.youtube.com/watch?v=SNstOn6owcI,2,120,34653,4635,$0.048558,₹4.61,success,2026-05-03T16:27:59.965530
YpgvoXv3o-w,CBT Role-Play -  Problem Solving and Decatastrophizing after Job Loss,00:15:18,https://www.youtube.com/watch?v=YpgvoXv3o-w,2,40,23241,2256,$0.030009,₹2.85,success,2026-05-03T16:28:36.700460
HQWorEVFjUo,Motivational Interviewing: Reflective Listening in Challenging Conversations,00:04:06,https://www.youtube.com/watch?v=HQWorEVFjUo,2,20,6456,1238,$0.010170,₹0.97,success,2026-05-03T16:28:36.742367
sDrakgSYvzc,CBT Role-Play - Behavioral Activation and Depression,00:18:58,https://www.youtube.com/watch?v=sDrakgSYvzc,2,112,28751,6243,$0.047480,₹4.51,success,2026-05-03T16:28:48.039578
S4wWClQhZaA,Communication Skills: A Patient-Centered Approach,00:13:18,https://www.youtube.com/watch?v=S4wWClQhZaA,2,78,20246,3693,$0.031325,₹2.98,success,2026-05-03T16:29:14.064985
nanU4vR993I,CBT Role Play - Catastrophizing and Decatastrophizing,00:21:22,https://www.youtube.com/watch?v=nanU4vR993I,2,127,32350,6474,$0.051772,₹4.92,success,2026-05-03T16:29:47.865870
XUuWWoQTlww,Treatment Planning in Counseling - Setting a Goal and Corresponding Objectives,00:14:09,https://www.youtube.com/watch?v=XUuWWoQTlww,2,102,21514,5585,$0.038269,₹3.64,success,2026-05-03T16:29:51.171038
CdyJ0iB_k00,CBT Role-Play - Cognitive Reframing an Experience of Emotional Abuse,00:22:33,https://www.youtube.com/watch?v=CdyJ0iB_k00,2,70,34114,5242,$0.049840,₹4.73,success,2026-05-03T16:30:12.140908
GCoCq2o6Ye8,The Effective Athletic Director With a Lower-Risk Teen: Motivational Interviewing Demonstration,00:09:45,https://www.youtube.com/watch?v=GCoCq2o6Ye8,2,29,14931,1896,$0.020619,₹1.96,success,2026-05-03T16:30:42.581062
25jUW52zAvU,The Ineffective Youth Minister With a High-Risk Teen: Non-Motivational Approach,00:07:52,https://www.youtube.com/watch?v=25jUW52zAvU,2,25,12102,1716,$0.017250,₹1.64,success,2026-05-03T16:30:46.283897
wSrpYVszdms,The Effective Youth Minister With a High-Risk Teen: Motivational Interviewing Demonstration,00:11:49,https://www.youtube.com/watch?v=wSrpYVszdms,2,50,18036,3444,$0.028368,₹2.69,success,2026-05-03T16:30:55.075918
ciaoqPxyD_Q,Counseling Treatment Planning - Goal and Objective Setting Related to Mild Depressive Symptoms,00:21:33,https://www.youtube.com/watch?v=ciaoqPxyD_Q,2,149,32613,7131,$0.054006,₹5.13,success,2026-05-03T16:31:04.612013
X9NBaihCzhk,The Ineffective Athletic Director With a Lower-Risk Teen: Non-Motivational Approach,00:06:03,https://www.youtube.com/watch?v=X9NBaihCzhk,2,25,9366,1463,$0.013755,₹1.31,success,2026-05-03T16:31:06.250355
PhiB_aVj1VM,The Folstein Mini-Mental State Exam MMSE - Client with a Cognitive Impairment,00:06:32,https://www.youtube.com/watch?v=PhiB_aVj1VM,2,55,10088,1949,$0.015935,₹1.51,success,2026-05-03T16:31:54.634535
Q9astgtdDW4,The Ineffective School Counselor With a Lower-Risk Teen: Non-Motivational Approach,00:11:28,https://www.youtube.com/watch?v=Q9astgtdDW4,2,68,17502,4028,$0.029586,₹2.81,success,2026-05-03T16:32:00.964178
CGtxBQgepSs,The Folstein Mini-Mental State Exam MMSE - Client with a Borderline Cognitive Impairment,00:06:41,https://www.youtube.com/watch?v=CGtxBQgepSs,2,51,10324,1967,$0.016225,₹1.54,success,2026-05-03T17:55:11.205368
Wx8F9uwQTnY,CBT Role-Play - Downward Arrow Technique,00:20:23,https://www.youtube.com/watch?v=Wx8F9uwQTnY,2,74,30880,3587,$0.041641,₹3.96,success,2026-05-03T16:32:37.400031
v21ZLg8n8do,The Effective School Counselor With a Lower-Risk Teen: Motivational Interviewing Demonstration,00:15:55,https://www.youtube.com/watch?v=v21ZLg8n8do,2,100,24167,4397,$0.037358,₹3.55,success,2026-05-03T16:32:42.363006
_TwVa4utpII,The Effective School Counselor With a High Risk Teen: Motivational Interviewing Demonstration,00:19:39,https://www.youtube.com/watch?v=_TwVa4utpII,2,73,29780,3375,$0.039905,₹3.79,success,2026-05-03T16:32:44.521416
P2a9102jifM,Suicide Assessment of Client with Initially Subtle Warning Signs of Suicide,00:22:02,https://www.youtube.com/watch?v=P2a9102jifM,2,71,33337,3113,$0.042676,₹4.05,success,2026-05-03T17:55:44.277451
st_FaCl3NCY,The Folstein Mini-Mental State Exam MMSE,00:06:24,https://www.youtube.com/watch?v=st_FaCl3NCY,2,54,9897,2024,$0.015969,₹1.52,success,2026-05-03T16:32:52.264766
ehOfVBLWilw,Administering the Standardised Mini-Mental State Examination SMMSE,00:06:14,https://www.youtube.com/watch?v=ehOfVBLWilw,2,58,9653,2113,$0.015992,₹1.52,success,2026-05-03T17:09:08.832714
_dDs-XgpjP8,The Standardised Mini-Mental State Exam SMMSE - Client with an Impairment,00:08:20,https://www.youtube.com/watch?v=_dDs-XgpjP8,2,56,12806,2100,$0.019106,₹1.82,success,2026-05-03T16:33:36.589758
Zldp0jcw6j4,Motivational Interviewing Role-Play - Preparation Stage - Cannabis Use,00:11:22,https://www.youtube.com/watch?v=Zldp0jcw6j4,2,43,17356,1963,$0.023245,₹2.21,success,2026-05-03T16:33:59.195726
Ch9YNaCgBU4,Suicide Assessment by Counselor Supervisor Not Familiar with Client,00:19:36,https://www.youtube.com/watch?v=Ch9YNaCgBU4,2,100,29702,3972,$0.041618,₹3.95,success,2026-05-03T16:34:02.206738
Qwbm0s5970M,"Motivational Interviewing Role-Play - ""Double Approach-Avoidance"" - Opioid Use",00:13:56,https://www.youtube.com/watch?v=Qwbm0s5970M,2,53,21192,2847,$0.029733,₹2.82,success,2026-05-03T17:55:32.069154
S7RlcWtlzSI,Motivational Interviewing Role-Play - Precontemplation Stage - Weight Loss,00:11:23,https://www.youtube.com/watch?v=S7RlcWtlzSI,2,95,17380,4555,$0.031045,₹2.95,success,2026-05-03T16:34:36.959927
yNqaUMiU0Dk,Motivational Interviewing Role-Play - Precontemplation Stage - Smoking Cessation,00:08:41,https://www.youtube.com/watch?v=yNqaUMiU0Dk,2,46,13316,1915,$0.019061,₹1.81,success,2026-05-03T16:34:45.491846
MtcWc8IzaWg,Motivational Interviewing Role-Play - Preparation Stage - Stimulant Use,00:11:16,https://www.youtube.com/watch?v=MtcWc8IzaWg,2,80,17187,3753,$0.028446,₹2.70,success,2026-05-03T16:34:58.322217
hX8e5UM7WlQ,Psychosis,00:22:57,https://www.youtube.com/watch?v=hX8e5UM7WlQ,2,140,34733,6466,$0.054131,₹5.14,success,2026-05-03T16:35:01.149554
BsnCtj2kwv4,"Motivational Interviewing Role-Play - ""Avoidance-Avoidance"" - Fine or Community Service",00:07:24,https://www.youtube.com/watch?v=BsnCtj2kwv4,2,31,11394,2063,$0.017583,₹1.67,success,2026-05-03T16:35:32.849016
nYk8Xs7Qee4,"Motivational Interviewing Role-Play - ""Approach-Approach"" - Selecting a Doctoral Program",00:08:03,https://www.youtube.com/watch?v=nYk8Xs7Qee4,2,22,12361,1287,$0.016222,₹1.54,success,2026-05-03T16:35:38.572872
P3JUXQ4kkHs,Motivation Interviewing with Survivors of Intimate Partner Violence: Session 1 of 3,00:23:20,https://www.youtube.com/watch?v=P3JUXQ4kkHs,2,40,35309,2684,$0.043361,₹4.12,success,2026-05-03T16:36:15.635392
mpE-oaix5kA,Case study clinical example: Session with a client with Bipolar Disorder (fluctuations in mood),00:14:50,https://www.youtube.com/watch?v=mpE-oaix5kA,2,40,22551,3354,$0.032613,₹3.10,success,2026-05-03T16:36:36.925972
lrnkEQRUyJM,Motivation Interviewing with Survivors of Intimate Partner Violence: Session 2 of 3,00:16:18,https://www.youtube.com/watch?v=lrnkEQRUyJM,2,58,24740,3382,$0.034886,₹3.31,success,2026-05-03T16:36:45.729049
jxNBQKMW1wg,Motivation Interviewing with Survivors of Intimate Partner Violence: Session 3 of 3,00:18:00,https://www.youtube.com/watch?v=jxNBQKMW1wg,3,61,27293,4715,$0.041438,₹3.94,success,2026-05-03T16:36:54.156507
kuhImFdGW_w,DBT Chain on Self Injury,00:12:30,https://www.youtube.com/watch?v=kuhImFdGW_w,2,104,19050,4436,$0.032358,₹3.07,success,2026-05-03T16:36:54.356394
BHEDnTntb0I,DBT Stylistic Communication,00:05:42,https://www.youtube.com/watch?v=BHEDnTntb0I,2,44,8857,2379,$0.015994,₹1.52,success,2026-05-03T16:37:17.211182
MAw3yh4BgQE,DD CARES Best Practices Series: Suicidality assessment,00:04:27,https://www.youtube.com/watch?v=MAw3yh4BgQE,2,27,6973,1162,$0.010459,₹0.99,success,2026-05-03T16:37:50.821717
PtCj7ecyHjg,CBT Role-Play - Treating Heroin Use,00:21:25,https://www.youtube.com/watch?v=PtCj7ecyHjg,2,90,32421,4223,$0.045090,₹4.28,success,2026-05-03T16:38:04.147959
xu0orOMQpCk,DD CARES Best Practices Series: Suicidality assessment,00:04:07,https://www.youtube.com/watch?v=xu0orOMQpCk,2,27,6484,1254,$0.010246,₹0.97,success,2026-05-03T16:38:05.994218
EO9F6b1R-ws,CBT Role-Play - Fear of Voyeuristic Video Recording,00:14:50,https://www.youtube.com/watch?v=EO9F6b1R-ws,3,58,22536,2587,$0.030297,₹2.88,success,2026-05-03T16:38:15.963906
_pkXuC7vsl0,CBT Role-Play - Test Anxiety,00:14:49,https://www.youtube.com/watch?v=_pkXuC7vsl0,2,79,22516,3310,$0.032446,₹3.08,success,2026-05-03T16:38:50.451190
W5v7GHqvbFE,A Role-Play Assessment with the Montreal Cognitive Assessment MoCA,00:08:26,https://www.youtube.com/watch?v=W5v7GHqvbFE,2,59,12944,2594,$0.020726,₹1.97,success,2026-05-03T16:39:06.534180
RMvHw_RuPPk,DD CARES Best Practices: Frequent visitors (no talking points),00:05:43,https://www.youtube.com/watch?v=RMvHw_RuPPk,2,42,8874,1976,$0.014802,₹1.41,success,2026-05-03T16:39:10.796883
Q08YjIJ8NYI,DD CARES Best Practices: The depressed patient - No talking points,00:05:23,https://www.youtube.com/watch?v=Q08YjIJ8NYI,2,44,8376,1870,$0.013986,₹1.33,success,2026-05-03T16:39:14.759467
hOcPKXJmEdU,DD CARES Best Practices: The depressed patient,00:06:15,https://www.youtube.com/watch?v=hOcPKXJmEdU,3,48,9671,2171,$0.016184,₹1.54,success,2026-05-03T16:39:22.181894
y39BDAljIbg,Administering a Mini-Mental Status Exam,00:06:10,https://www.youtube.com/watch?v=y39BDAljIbg,2,58,9542,2090,$0.015812,₹1.50,success,2026-05-03T16:39:59.146244
4gtDUCVAxxY,Suicide Assessment Role-Play - Ideation and Plan without Intent,00:12:46,https://www.youtube.com/watch?v=4gtDUCVAxxY,2,73,19456,4175,$0.031981,₹3.04,success,2026-05-03T16:40:07.325176
IVNLot-qJGs,Access to Primary Care: Access to care via service providers,00:06:49,https://www.youtube.com/watch?v=IVNLot-qJGs,2,35,10522,1922,$0.016288,₹1.55,success,2026-05-03T16:40:10.151102
eqIM3n7ujVA,Suicide Assessment Role-Play - Ideation without Intent or Plan,00:07:34,https://www.youtube.com/watch?v=eqIM3n7ujVA,2,41,11641,2019,$0.017698,₹1.68,success,2026-05-03T16:40:11.077039
0XEKrRJeB5I,"Suicide Assessment Role-Play - Ideation, Intent, and Plan",00:14:37,https://www.youtube.com/watch?v=0XEKrRJeB5I,2,67,22221,3731,$0.033414,₹3.17,success,2026-05-03T16:40:17.865840
fEnrXVLNcfk,Access to Primary Care: It's a Dog Bite,00:01:52,https://www.youtube.com/watch?v=fEnrXVLNcfk,2,15,3103,911,$0.005836,₹0.55,success,2026-05-03T16:40:25.039006
IWKseYFhp1Y,Explaining the Limits of Confidentiality to a Counseling Client,00:10:47,https://www.youtube.com/watch?v=IWKseYFhp1Y,2,40,16478,1994,$0.022460,₹2.13,success,2026-05-03T16:41:13.278637
KRDH89uP8wI,CBT Role-Play - Anxiety Related to School Performance,00:22:44,https://www.youtube.com/watch?v=KRDH89uP8wI,2,80,34389,3769,$0.045696,₹4.34,success,2026-05-03T16:41:41.883255
u7m6iCAf3hY,Managing depression with 10 Minute CBT,00:03:20,https://www.youtube.com/watch?v=u7m6iCAf3hY,2,22,5306,1404,$0.009518,₹0.90,success,2026-05-03T16:41:41.943595
JKUFWK6iSsw,Case study clinical example: First session with a client with symptoms of depression (CBT model),00:13:40,https://www.youtube.com/watch?v=JKUFWK6iSsw,2,84,20803,5224,$0.036475,₹3.47,success,2026-05-03T16:41:48.427800
8aDFvvjC6XM,CBT Role-Play - Depressive Symptoms and Lack of Motivation,00:24:08,https://www.youtube.com/watch?v=8aDFvvjC6XM,2,55,36500,2987,$0.045461,₹4.32,success,2026-05-03T16:41:55.489211
XH2tF8oB3cw,Case study clinical example: First session with a client with symptoms of social anxiety (CBT model),00:12:02,https://www.youtube.com/watch?v=XH2tF8oB3cw,2,57,18346,4298,$0.031240,₹2.97,success,2026-05-03T17:09:29.509283
osROod3Hmpg,CBT Role-Play - Anxiety and Guilt Related to Balancing Home and Work,00:25:36,https://www.youtube.com/watch?v=osROod3Hmpg,2,163,38702,8986,$0.065660,₹6.24,success,2026-05-03T16:42:36.126888
bTRRNWrwRCo,Motivational interviewing in brief consultations | BMJ Learning,00:06:51,https://www.youtube.com/watch?v=bTRRNWrwRCo,2,45,10571,2346,$0.017609,₹1.67,success,2026-05-03T16:42:38.496603
Hiw4OHuwU48,Mock CBT Therapy Session,00:05:47,https://www.youtube.com/watch?v=Hiw4OHuwU48,2,48,8975,2490,$0.016445,₹1.56,success,2026-05-03T16:42:39.872052
